Scenario,file_id,N_AC,b_X,b_EM,meanX_AC,corX,sdBC,shapeBC,maic.ate,maic.bias,maic.mae,maic.mse,maic.empse,maic.vr,maic.cov,maic.ciwidth,maic.std.bias,maic.aess.mean,stc.ate,stc.bias,stc.mae,stc.mse,stc.empse,stc.vr,stc.cov,stc.ciwidth,stc.std.bias,RA_MAIC.ate,RA_MAIC.bias,RA_MAIC.mae,RA_MAIC.mse,RA_MAIC.empse,RA_MAIC.vr,RA_MAIC.cov,RA_MAIC.ciwidth,RA_MAIC.std.bias,RA_MAIC.aess.mean,K_STC.ate,K_STC.bias,K_STC.mae,K_STC.mse,K_STC.empse,K_STC.vr,K_STC.cov,K_STC.ciwidth,K_STC.std.bias,NAIVE.ate,NAIVE.bias,NAIVE.mae,NAIVE.mse,NAIVE.empse,NAIVE.vr,NAIVE.cov,NAIVE.ciwidth,NAIVE.std_bias
182,N_AC300b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,300,0.400477567,1.108662625,0.4,0,0.4,normal,-0.098248401,-0.098248401,0.23049313,0.084179952,0.273133312,1.005496228,0.93,1.064810466,-35.97085992,90.08923814,-0.113713675,-0.113713675,0.242324309,0.093014376,0.283132018,1.013081769,0.926,1.095525704,-40.16277489,-0.096745816,-0.096745816,0.223867886,0.079087831,0.264192876,0.959524298,0.94,1.079302574,-36.61938865,90.08933255,-0.118652995,-0.118652995,0.25246001,0.100376334,0.293911866,0.941197998,0.946,1.224092428,-40.37026363,-0.286108191,-0.286108191,0.314639589,0.139484532,0.2401756,1.025701945,0.765,0.917879756,-119.124587
183,N_AC1000b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,1000,0.400477567,1.108662625,0.4,0,0.4,normal,-0.084960463,-0.084960463,0.172207988,0.046696487,0.198790656,0.986123994,0.933,0.790210011,-42.73866007,306.8149907,-0.094411088,-0.094411088,0.183745943,0.052636277,0.209204662,1.003372504,0.927,0.81731082,-45.1285775,-0.084703075,-0.084703075,0.172900395,0.046638217,0.198753892,0.986825512,0.935,0.789502227,-42.61706486,306.8144818,-0.094962721,-0.094962721,0.184249682,0.052886869,0.209553962,0.967286411,0.935,0.849217387,-45.3165953,-0.271422255,-0.271422255,0.28360528,0.109732555,0.189996351,1.011992759,0.69,0.735945988,-142.8565617
184,N_AC100b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,100,0.693147181,1.108662625,0.4,0,0.4,normal,-0.081948576,-0.081948576,0.345318644,0.194310912,0.433339504,1.038447418,0.934,1.635768564,-18.91094064,28.50810559,-0.047535431,-0.047535431,0.398198351,0.254545412,0.502531922,1.10846949,0.934,1.777125086,-9.459186375,-0.087957955,-0.087957955,0.343320437,0.183645431,0.41962473,0.945372219,0.953,1.739948228,-20.96109897,28.5081628,-0.04108415,-0.04108415,0.395120886,0.25070141,0.499262222,0.998603279,0.956,1.959809252,-8.228972222,-0.342733383,-0.342733383,0.393288784,0.229924679,0.335516137,1.014871893,0.829,1.295926214,-102.1510877
185,N_AC300b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,300,0.693147181,1.108662625,0.4,0,0.4,normal,-0.112119564,-0.112119564,0.221252369,0.080012165,0.259824706,0.964874103,0.941,1.055572046,-43.15200261,90.11737933,-0.101668715,-0.101668715,0.232121326,0.08743253,0.277800605,0.984429421,0.938,1.106182258,-36.59772977,-0.111272107,-0.111272107,0.216723186,0.077089633,0.254505255,0.938649143,0.944,1.06284896,-43.72094691,90.11737949,-0.10498428,-0.10498428,0.237747567,0.092461688,0.28551972,0.921615618,0.956,1.214407304,-36.76953735,-0.348221371,-0.348221371,0.359962653,0.175541206,0.233103882,1.000116278,0.68,0.91364419,-149.3846296
186,N_AC1000b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,1000,0.693147181,1.108662625,0.4,0,0.4,normal,-0.111506035,-0.111506035,0.17594579,0.049352484,0.19223903,0.953298766,0.932,0.790479519,-58.00384791,306.7057481,-0.108934947,-0.108934947,0.181854852,0.052591129,0.201903619,0.958270772,0.935,0.825912329,-53.95393495,-0.111905533,-0.111905533,0.174403926,0.048175019,0.188912302,0.940712442,0.932,0.787193391,-59.23676338,306.7057772,-0.108008759,-0.108008759,0.180314824,0.051735559,0.200274254,0.922642729,0.942,0.850882608,-53.93042604,-0.35158745,-0.35158745,0.355688387,0.157322652,0.183691752,0.974937211,0.537,0.738569038,-191.4007815
187,N_AC100b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,100,1.108662625,1.108662625,0.4,0,0.4,normal,-0.089561043,-0.089561043,0.35198458,0.204813141,0.443834371,1.0298217,0.937,1.689417465,-20.17893356,28.13649012,0.031034406,0.031034406,0.418913144,0.304250033,0.550990462,1.101868658,0.952,1.960163681,5.632476093,-0.106680512,-0.106680512,0.342830922,0.185762624,0.417799532,0.928392895,0.961,1.764063556,-25.53389934,28.13491648,0.04561434,0.04561434,0.416474079,0.300507701,0.546558102,0.985126897,0.979,2.174814632,8.345743947,-0.428027053,-0.428027053,0.46239023,0.298904497,0.340313314,0.994088353,0.759,1.341936735,-125.7744069
188,N_AC300b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,300,1.108662625,1.108662625,0.4,0,0.4,normal,-0.106108752,-0.106108752,0.235665077,0.088417736,0.277913484,0.991690005,0.941,1.098529615,-38.18049781,91.27431015,-0.043606109,-0.043606109,0.252460272,0.100695448,0.314472332,1.023760852,0.949,1.204098485,-13.86643742,-0.108574944,-0.108574944,0.233194295,0.085993472,0.272542167,0.97633007,0.947,1.094246398,-39.8378517,91.2743481,-0.040583758,-0.040583758,0.257940148,0.104596298,0.321017615,0.948758886,0.965,1.326328476,-12.64222151,-0.416711717,-0.416711717,0.42569064,0.236146607,0.250120996,1.020205828,0.622,0.961037727,-166.6040527
189,N_AC1000b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,1000,1.108662625,1.108662625,0.4,0,0.4,normal,-0.113617231,-0.113617231,0.186091503,0.054477605,0.203986128,0.955764918,0.938,0.83661883,-55.69850862,306.3367714,-0.068360992,-0.068360992,0.182425091,0.05293643,0.219798808,0.963934295,0.949,0.893832184,-31.10162091,-0.114474084,-0.114474084,0.183622773,0.053433237,0.200921104,0.949061364,0.938,0.829868631,-56.97464403,306.3364878,-0.066692779,-0.066692779,0.182246899,0.052744473,0.219874717,0.925598436,0.957,0.931173845,-30.33217283,-0.422958761,-0.422958761,0.425175754,0.219536363,0.201700106,1.004888134,0.444,0.786803882,-209.6968468
190,N_AC100b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,100,0.400477567,0.400477567,0.4,0.35,0.4,normal,-0.053540744,-0.053540744,0.326445047,0.171599255,0.410976332,1.013315987,0.952,1.589827497,-13.02769524,35.60964441,-0.142282326,-0.142282326,0.384719,0.257601272,0.487436771,1.099183067,0.944,1.738306467,-29.18990409,-0.026432197,-0.026432197,0.316208765,0.161955596,0.40176903,0.933191708,0.964,1.687655007,-6.578953208,35.60966979,-0.156888402,-0.156888402,0.385495302,0.257363374,0.48268249,0.9870369,0.967,1.916929949,-32.50343752,-0.198504154,-0.198504154,0.32531489,0.169536594,0.3609196,1.018295332,0.931,1.389360032,-54.9995495
191,N_AC300b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,300,0.400477567,0.400477567,0.4,0.35,0.4,normal,-0.034841557,-0.034841557,0.216256617,0.072036084,0.266257476,0.994396886,0.951,1.049591105,-13.0856634,112.0764338,-0.072189271,-0.072189271,0.231085672,0.083699917,0.2802984,1.006782611,0.945,1.091347355,-25.75443546,-0.027549163,-0.027549163,0.214474719,0.069855371,0.262993499,0.975696267,0.962,1.056594769,-10.47522596,112.0763595,-0.07826063,-0.07826063,0.238810279,0.089161452,0.288305126,0.934671026,0.964,1.20912631,-27.14507064,-0.18594832,-0.18594832,0.247896767,0.095527237,0.247005003,1.000423983,0.882,0.967831474,-75.28119582
192,N_AC1000b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,1000,0.400477567,0.400477567,0.4,0.35,0.4,normal,-0.02833779,-0.02833779,0.149451833,0.03623409,0.188325586,0.922197764,0.963,0.800503712,-15.04723308,383.0955347,-0.054111532,-0.054111532,0.161107294,0.042273239,0.198455449,0.934495267,0.953,0.832461215,-27.26633742,-0.027570336,-0.027570336,0.149769253,0.036485701,0.189106688,0.928178192,0.957,0.7986447,-14.57924955,383.0955041,-0.055035863,-0.055035863,0.161027214,0.042128764,0.197835682,0.903850674,0.959,0.857997503,-27.81897687,-0.183899343,-0.183899343,0.215642305,0.068807672,0.187146273,0.950313705,0.86,0.771955519,-98.26503088
193,N_AC100b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,100,0.693147181,0.400477567,0.4,0.35,0.4,normal,-0.061297927,-0.061297927,0.309836728,0.154900126,0.388965273,1.006697041,0.947,1.514572699,-15.75922865,35.34901474,-0.09815478,-0.09815478,0.364892281,0.217346084,0.455982064,1.075115986,0.94,1.662533969,-21.5260177,-0.050073739,-0.050073739,0.305441576,0.151230899,0.385839853,0.954413222,0.948,1.584706077,-12.97785557,35.34908851,-0.105275495,-0.105275495,0.365362334,0.219080993,0.456296252,0.976145484,0.965,1.832358465,-23.07174224,-0.281652048,-0.281652048,0.358231298,0.194492964,0.339529628,1.008639657,0.883,1.319531386,-82.95359955
194,N_AC300b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,300,0.693147181,0.400477567,0.4,0.35,0.4,normal,-0.036714459,-0.036714459,0.201095313,0.062490615,0.247394153,0.974302533,0.959,0.995345109,-14.84047139,112.8216996,-0.056585417,-0.056585417,0.219925995,0.075337035,0.268714221,1.000964359,0.955,1.052325571,-21.0578424,-0.034323,-0.034323,0.199098411,0.06146863,0.245664228,0.97344972,0.962,0.989250967,-13.97150908,112.8216538,-0.061355561,-0.061355561,0.22927402,0.081651893,0.279222767,0.934225024,0.967,1.17159475,-21.97369563,-0.262808821,-0.262808821,0.294539883,0.12600192,0.238726693,1.01568243,0.774,0.921342551,-110.0877401
195,N_AC1000b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,1000,0.693147181,0.400477567,0.4,0.35,0.4,normal,-0.037507956,-0.037507956,0.146663099,0.033719569,0.179847343,0.923063606,0.961,0.763748703,-20.85544072,383.5132271,-0.055203208,-0.055203208,0.158820554,0.039794368,0.191790921,0.937596624,0.955,0.801844394,-28.78301397,-0.037068092,-0.037068092,0.146500022,0.033710939,0.179914605,0.931304395,0.963,0.757273663,-20.60315907,383.5131985,-0.056299169,-0.056299169,0.159285224,0.040098635,0.192265452,0.907293855,0.959,0.830675441,-29.28199968,-0.264280514,-0.264280514,0.273615475,0.101983166,0.179363172,0.95265986,0.713,0.738029115,-147.3438007
196,N_AC100b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,100,1.108662625,0.400477567,0.4,0.35,0.4,normal,-0.000452038,-0.000452038,0.285814887,0.131573029,0.362911187,0.961307105,0.964,1.479845207,-0.124558747,35.52629434,0.100002885,0.100002885,0.372750804,0.230397279,0.46969918,1.052355605,0.96,1.749586303,21.29083653,-0.002369811,-0.002369811,0.281142732,0.125076308,0.35383031,0.926635712,0.971,1.496801071,-0.66975908,35.52635408,0.102466314,0.102466314,0.37233109,0.230252549,0.469012982,0.952358078,0.973,1.930468326,21.8472234,-0.310579489,-0.310579489,0.369528659,0.209635027,0.336583862,1.01778998,0.831,1.296322934,-92.27402878
197,N_AC300b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,300,1.108662625,0.400477567,0.4,0.35,0.4,normal,-0.007421009,-0.007421009,0.187311394,0.054634637,0.233739598,0.93019192,0.97,0.985003596,-3.17490458,112.2520551,0.050465361,0.050465361,0.22395558,0.078956513,0.27656147,0.988989101,0.953,1.096170868,18.24743013,-0.008631557,-0.008631557,0.18701606,0.054457291,0.233317861,0.952312586,0.964,0.960387612,-3.69948419,112.2519867,0.051865513,0.051865513,0.229584065,0.083293221,0.284049069,0.927211982,0.973,1.200860116,18.25934967,-0.319879722,-0.319879722,0.338849471,0.15928085,0.238777781,1.023004021,0.717,0.914944304,-133.9654471
198,N_AC1000b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,1000,1.108662625,0.400477567,0.4,0.35,0.4,normal,0.000915824,0.000915824,0.140279651,0.030196028,0.173854579,0.891961997,0.972,0.764043121,0.526775669,381.243953,0.051187249,0.051187249,0.159783969,0.03963143,0.192479462,0.916372937,0.961,0.82336088,26.59361593,0.001137333,0.001137333,0.138846911,0.029635195,0.17223114,0.898364623,0.974,0.751514078,0.660352521,381.2439323,0.050090854,0.050090854,0.157469698,0.038662181,0.190234793,0.887427984,0.966,0.840301073,26.33106868,-0.307238312,-0.307238312,0.313935723,0.127778071,0.18280073,0.968526238,0.634,0.739851608,-168.0728037
199,N_AC100b_X0.4b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,100,0.400477567,0.693147181,0.4,0.35,0.4,normal,-0.048548019,-0.048548019,0.318835965,0.164919998,0.403392877,1.022275175,0.947,1.546815437,-12.0349223,35.27365141,-0.110135747,-0.110135747,0.369602728,0.223765217,0.460268597,1.069457125,0.939,1.687042615,-23.92858166,-0.029911595,-0.029911595,0.307536814,0.151704348,0.388536491,0.938856464,0.959,1.622223543,-7.698529181,35.27370494,-0.118161924,-0.118161924,0.369236013,0.22238152,0.45675804,0.963034724,0.967,1.859183862,-25.86969771,-0.2401687,-0.2401687,0.351413586,0.188161538,0.361401639,1.050131927,0.894,1.349038493,-66.45479002
200,N_AC300b_X0.4b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,300,0.400477567,0.693147181,0.4,0.35,0.4,normal,-0.045853197,-0.045853197,0.200456075,0.062749873,0.246390068,0.950123597,0.962,1.016532294,-18.61000209,112.6166151,-0.080817858,-0.080817858,0.222265928,0.077072951,0.265729254,0.980315542,0.949,1.062555361,-30.41360955,-0.044627909,-0.044627909,0.200488909,0.06199109,0.245070396,0.943756582,0.963,1.017908979,-18.21024058,112.6165333,-0.086514538,-0.086514538,0.230745925,0.082637891,0.274277876,0.909945455,0.965,1.18155381,-31.54266009,-0.238963927,-0.238963927,0.276377779,0.113005272,0.236553315,0.987231788,0.836,0.939264685,-101.0190569
201,N_AC1000b_X0.4b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,1000,0.400477567,0.693147181,0.4,0.35,0.4,normal,-0.030069038,-0.030069038,0.151635066,0.036892609,0.189801176,0.956871632,0.956,0.777541015,-15.84238759,384.3935562,-0.054158048,-0.054158048,0.162982141,0.04281307,0.199799638,0.965661051,0.948,0.811050822,-27.10617914,-0.029151853,-0.029151853,0.150385554,0.036312804,0.188410383,0.954613939,0.954,0.773668914,-15.47253008,384.393549,-0.055176453,-0.055176453,0.163016641,0.042838854,0.199585188,0.931432507,0.954,0.839953035,-27.64556484,-0.222148939,-0.222148939,0.245049917,0.085122022,0.189229168,0.987826178,0.796,0.750906107,-117.3967739
202,N_AC100b_X0.69b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,100,0.693147181,0.693147181,0.4,0.35,0.4,normal,-0.034762045,-0.034762045,0.304005047,0.15091691,0.387115446,1.01742688,0.95,1.491472945,-8.979761732,35.37368852,-0.026448163,-0.026448163,0.358320385,0.214644082,0.462772876,1.085247161,0.944,1.671542122,-5.715149712,-0.032713809,-0.032713809,0.294153373,0.144001945,0.378252332,0.964121057,0.958,1.537900129,-8.648673445,35.37376339,-0.029826402,-0.029826402,0.35603925,0.21132311,0.458959846,0.978733378,0.969,1.838181445,-6.498695297,-0.298778983,-0.298778983,0.375311459,0.212695605,0.35149719,1.058318618,0.859,1.30191763,-85.00181271
203,N_AC300b_X0.69b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,300,0.693147181,0.693147181,0.4,0.35,0.4,normal,-0.043388872,-0.043388872,0.195813014,0.060572865,0.242381972,0.964777847,0.946,0.984806889,-17.90103098,112.6126175,-0.045798477,-0.045798477,0.218168954,0.074817458,0.269801317,1.00205491,0.94,1.055432908,-16.97488994,-0.041936164,-0.041936164,0.194350293,0.059807507,0.241053879,0.972050166,0.949,0.972083412,-17.39700844,112.6125329,-0.050449549,-0.050449549,0.226759175,0.080695023,0.279692858,0.935526083,0.958,1.171935101,-18.03748208,-0.303741678,-0.303741678,0.325112127,0.147312936,0.234753144,1.007938473,0.736,0.912967845,-129.3876931
204,N_AC1000b_X0.69b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,1000,0.693147181,0.693147181,0.4,0.35,0.4,normal,-0.026940683,-0.026940683,0.146174437,0.033642201,0.181519559,0.937994404,0.96,0.758579787,-14.84175236,382.7397258,-0.027982033,-0.027982033,0.157644514,0.039083168,0.195802228,0.957368866,0.959,0.801708366,-14.29096775,-0.025575972,-0.025575972,0.146162197,0.033611414,0.181632248,0.948625539,0.959,0.750544128,-14.08118439,382.7397176,-0.028272335,-0.028272335,0.157727379,0.039026803,0.195616318,0.922907546,0.965,0.830854489,-14.45295327,-0.282232463,-0.282232463,0.294368674,0.114840813,0.187672242,1.00302824,0.673,0.733440636,-150.3858326
205,N_AC100b_X1.11b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,100,1.108662625,0.693147181,0.4,0.35,0.4,normal,0.033046088,0.033046088,0.288623203,0.130371373,0.35973426,0.947211968,0.96,1.488718931,9.186249793,35.23992637,0.197092485,0.197092485,0.416915016,0.295801696,0.507162166,1.075302796,0.942,1.848817995,38.86182728,0.016380295,0.016380295,0.284170307,0.129264698,0.359340381,0.952910865,0.958,1.478195351,4.558434229,35.23998469,0.203807112,0.203807112,0.418728968,0.29937889,0.508035089,0.968296266,0.971,2.05666491,40.11673922,-0.322550972,-0.322550972,0.384302162,0.216417961,0.335397262,1.006991074,0.835,1.305605523,-96.1698285
206,N_AC300b_X1.11b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,300,1.108662625,0.693147181,0.4,0.35,0.4,normal,0.012403724,0.012403724,0.187384379,0.056300678,0.23707178,0.935766005,0.96,0.993094744,5.23205439,112.7271556,0.116475876,0.116475876,0.24385561,0.099976613,0.294102839,1.020052616,0.925,1.130198509,39.60379169,0.014002299,0.014002299,0.187290449,0.056372465,0.237134209,0.962366197,0.95,0.96589949,5.90479925,112.7270624,0.121947019,0.121947019,0.25035519,0.105364364,0.300971547,0.950638421,0.947,1.241046817,40.51778997,-0.316581289,-0.316581289,0.337761025,0.160242101,0.245109091,1.038949071,0.715,0.924790261,-129.1593419
207,N_AC1000b_X1.11b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,1000,1.108662625,0.693147181,0.4,0.35,0.4,normal,0.009283292,0.009283292,0.14087881,0.031379051,0.176986429,0.896071192,0.97,0.77423988,5.245199635,380.2356884,0.098372034,0.098372034,0.17698355,0.048878353,0.198092242,0.919786452,0.944,0.844225655,49.65971062,0.010002753,0.010002753,0.139592715,0.030962921,0.175766206,0.906263848,0.966,0.760254168,5.690941948,380.2356756,0.100109104,0.100109104,0.176872106,0.048861428,0.19717625,0.885968959,0.947,0.872397041,50.7713803,-0.332163251,-0.332163251,0.337944386,0.145877986,0.188629644,0.985334034,0.58,0.750420253,-176.0928158
208,N_AC100b_X0.4b_EM1.11meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,100,0.400477567,1.108662625,0.4,0.35,0.4,normal,-0.043987921,-0.043987921,0.296543648,0.140570682,0.372524522,0.973589337,0.95,1.499882174,-11.80806063,35.32694066,-0.06602625,-0.06602625,0.347836819,0.196674633,0.438756966,1.03789733,0.944,1.657096182,-15.048479,-0.03789917,-0.03789917,0.288164987,0.134761907,0.365320433,0.922079017,0.962,1.553044539,-10.37422686,35.32699157,-0.067462063,-0.067462063,0.344576229,0.192993947,0.434317221,0.935690002,0.969,1.819504556,-15.53290086,-0.271530188,-0.271530188,0.344335443,0.183357683,0.33126844,0.992675838,0.892,1.308129374,-81.96681454
209,N_AC300b_X0.4b_EM1.11meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,300,0.400477567,1.108662625,0.4,0.35,0.4,normal,-0.033545854,-0.033545854,0.195029717,0.059466212,0.241659445,0.959097705,0.957,0.987686251,-13.88145795,113.7094159,-0.047232575,-0.047232575,0.213422642,0.072325423,0.264886148,0.990621882,0.944,1.04816443,-17.83127402,-0.033586789,-0.033586789,0.19229831,0.058776859,0.240221758,0.960871121,0.957,0.979998222,-13.98157672,113.7093258,-0.050935646,-0.050935646,0.222006089,0.078332445,0.275343093,0.924778691,0.963,1.167117171,-18.49897358,-0.269333,-0.269333,0.297574064,0.129768472,0.239343879,1.023506307,0.77,0.916663392,-112.5297215
210,N_AC1000b_X0.4b_EM1.11meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,1000,0.400477567,1.108662625,0.4,0.35,0.4,normal,-0.028914353,-0.028914353,0.143841677,0.033315768,0.18031151,0.928426762,0.958,0.761296594,-16.03577752,382.11083,-0.040555039,-0.040555039,0.155109408,0.038593966,0.192318072,0.941103556,0.953,0.801052109,-21.08748231,-0.028512064,-0.028512064,0.143070157,0.032798753,0.178935275,0.929979888,0.96,0.754224257,-15.93428922,382.1108171,-0.040950323,-0.040950323,0.155160908,0.038543548,0.192102895,0.907624291,0.96,0.829670953,-21.31686905,-0.268159844,-0.268159844,0.279126043,0.104808431,0.181470826,0.967223697,0.712,0.735458167,-147.7702229
211,N_AC100b_X0.69b_EM1.11meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,100,0.693147181,1.108662625,0.4,0.35,0.4,normal,0.003003135,0.003003135,0.279367924,0.121526758,0.348768374,0.925577128,0.975,1.477075073,0.861068667,35.60872738,0.078774224,0.078774224,0.35717041,0.210287634,0.451980688,1.029125275,0.956,1.721589958,17.42867021,0.005176254,0.005176254,0.277941621,0.11906452,0.345191082,0.903547108,0.969,1.497569042,1.499533009,35.60879741,0.081055419,0.081055419,0.354058471,0.206799305,0.447693817,0.924419259,0.979,1.898410811,18.1051012,-0.305220598,-0.305220598,0.37149801,0.207265229,0.337964251,1.023274816,0.844,1.294662489,-90.31150393
212,N_AC300b_X0.69b_EM1.11meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,300,0.693147181,1.108662625,0.4,0.35,0.4,normal,0.003460901,0.003460901,0.187658455,0.055025767,0.234667549,0.938736768,0.965,0.979912495,1.474810433,113.2659144,0.043273825,0.043273825,0.217314846,0.073872732,0.268462624,0.975347694,0.957,1.078952824,16.11912457,0.000957098,0.000957098,0.184600996,0.053312897,0.231009407,0.944478597,0.959,0.958772637,0.414311256,113.2658423,0.043345475,0.043345475,0.221886716,0.076904375,0.274044969,0.908965339,0.972,1.181823435,15.81692061,-0.295970185,-0.295970185,0.317814054,0.139510376,0.227956114,0.979535106,0.768,0.91224045,-129.8364762
213,N_AC1000b_X0.69b_EM1.11meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,1000,0.693147181,1.108662625,0.4,0.35,0.4,normal,-0.017647374,-0.017647374,0.139989574,0.031735775,0.177357832,0.913625463,0.961,0.760957258,-9.950151956,383.7950261,0.014761546,0.014761546,0.153537234,0.03802189,0.194529764,0.936045702,0.961,0.814642555,7.588322817,-0.01719748,-0.01719748,0.139340203,0.031511127,0.176767136,0.923903175,0.96,0.749985995,-9.728889954,383.795004,0.014038435,0.014038435,0.152366794,0.037274988,0.192652603,0.901867404,0.963,0.837356272,7.286916945,-0.314097814,-0.314097814,0.320764981,0.13385868,0.187713824,0.997955377,0.63,0.737332237,-167.3280135
214,N_AC100b_X1.11b_EM1.11meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,100,1.108662625,1.108662625,0.4,0.35,0.4,normal,0.049025142,0.049025142,0.29048473,0.132576144,0.360975044,0.932315419,0.967,1.517722589,13.58131064,35.30497794,0.322151603,0.322151603,0.489907105,0.408081814,0.551910104,1.084537765,0.945,1.994810992,58.37030343,0.042499945,0.042499945,0.285983122,0.131859152,0.360808939,0.936837497,0.951,1.509701581,11.77907198,35.30510117,0.333748453,0.333748453,0.494565432,0.416179538,0.552355506,0.968398561,0.979,2.23584987,60.42276209,-0.343869491,-0.343869491,0.398615995,0.235877576,0.343145885,1.011172039,0.814,1.330245596,-100.2108742
215,N_AC300b_X1.11b_EM1.11meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,300,1.108662625,1.108662625,0.4,0.35,0.4,normal,0.051068737,0.051068737,0.190110747,0.056442868,0.232139485,0.897523566,0.97,1.013867596,21.99916004,112.1230732,0.22675158,0.22675158,0.295699703,0.138982371,0.296063752,0.964355383,0.913,1.203444917,76.5887677,0.048441653,0.048441653,0.187438345,0.055077003,0.229745931,0.920979275,0.966,0.977858595,21.08487969,112.1229939,0.234515505,0.234515505,0.303997644,0.14600255,0.301821344,0.890523089,0.94,1.328565136,77.70010609,-0.326120813,-0.326120813,0.345339562,0.163729427,0.239649898,0.99289186,0.742,0.946135603,-136.0821831
216,N_AC1000b_X1.11b_EM1.11meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,1000,1.108662625,1.108662625,0.4,0.35,0.4,normal,0.037771601,0.037771601,0.146994083,0.033598289,0.179454169,0.88541971,0.975,0.794479056,21.04804882,381.641536,0.193436705,0.193436705,0.23114311,0.080449359,0.207544392,0.921443547,0.877,0.882917971,93.20256872,0.037297555,0.037297555,0.146524961,0.033217438,0.178488622,0.898367551,0.975,0.778815465,20.89632101,381.6415162,0.195042679,0.195042679,0.232568787,0.081172372,0.207783298,0.883188337,0.902,0.922221827,93.86831435,-0.337824018,-0.337824018,0.344782602,0.151540479,0.193527425,0.983086209,0.602,0.771665353,-174.561315
217,N_AC100b_X0.4b_EM0.4meanX_AC0.3corX0sdBC0.4shapeBCNorm,100,0.400477567,0.400477567,0.3,0,0.4,normal,-0.36993065,-0.36993065,0.899634231,3.110183838,1.725198963,2.332193806,0.844,2.899697123,-21.44278186,9.672821464,-0.223845494,-0.223845494,0.572048476,0.587140525,0.733192533,1.1148362,0.95,2.578012733,-30.53024736,-0.091683817,-0.091683817,0.495374654,0.420954685,0.64262098,0.733963448,0.959,3.432089105,-14.26716832,9.939378788,-0.234740668,-0.234740668,0.570227086,0.576942943,0.722746237,0.974142623,0.976,2.908314576,-32.47898861,-0.372265901,-0.372265901,0.41980728,0.269912617,0.362577134,0.986784771,0.862,1.440310276,-102.672195
218,N_AC300b_X0.4b_EM0.4meanX_AC0.3corX0sdBC0.4shapeBCNorm,300,0.400477567,0.400477567,0.3,0,0.4,normal,-0.158370195,-0.158370195,0.390247699,0.250356436,0.474869265,1.093916698,0.904,1.701640826,-33.35027277,30.26349379,-0.175164833,-0.175164833,0.343173449,0.188583736,0.397566443,1.059122034,0.922,1.471437445,-44.05925995,-0.136676301,-0.136676301,0.319222662,0.161756794,0.378443658,0.808348175,0.962,1.83518925,-36.11536312,30.26352559,-0.182601684,-0.182601684,0.350780182,0.196780301,0.404475619,0.964798299,0.944,1.643364517,-45.14528829,-0.376468125,-0.376468125,0.389866482,0.204251522,0.25017166,0.990130776,0.69,0.990429658,-150.4839218
