Scenario,file_id,N_AC,b_X,b_EM,meanX_AC,corX,sdBC,shapeBC,maic.ate,maic.bias,maic.mae,maic.mse,maic.empse,maic.vr,maic.cov,maic.ciwidth,maic.std.bias,maic.aess.mean,stc.ate,stc.bias,stc.mae,stc.mse,stc.empse,stc.vr,stc.cov,stc.ciwidth,stc.std.bias,RA_MAIC.ate,RA_MAIC.bias,RA_MAIC.mae,RA_MAIC.mse,RA_MAIC.empse,RA_MAIC.vr,RA_MAIC.cov,RA_MAIC.ciwidth,RA_MAIC.std.bias,RA_MAIC.aess.mean,K_STC.ate,K_STC.bias,K_STC.mae,K_STC.mse,K_STC.empse,K_STC.vr,K_STC.cov,K_STC.ciwidth,K_STC.std.bias,NAIVE.ate,NAIVE.bias,NAIVE.mae,NAIVE.mse,NAIVE.empse,NAIVE.vr,NAIVE.cov,NAIVE.ciwidth,NAIVE.std_bias
1,N_AC100b_X0.4b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.400477567,0.400477567,0.4,0,0.2,normal,-0.075004145,-0.075004145,0.363046136,0.21056556,0.452929447,1.02424973,0.943,1.733415937,-16.55978562,29.11910984,-0.167123275,-0.167123275,0.409219379,0.28918528,0.511386945,1.077915795,0.943,1.859699988,-32.68039518,-0.056882582,-0.056882582,0.350548203,0.197687679,0.441187826,0.915690459,0.96,1.888656239,-12.89305331,29.11908728,-0.181087416,-0.181087416,0.410043722,0.290398515,0.507802842,0.967156287,0.97,2.058147779,-35.66096934,-0.198055885,-0.198055885,0.318324309,0.168265893,0.359400791,1.009334773,0.918,1.395795775,-55.10724804
2,N_AC300b_X0.4b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.400477567,0.400477567,0.4,0,0.2,normal,-0.070802856,-0.070802856,0.232419238,0.086383714,0.285398182,1.003427263,0.945,1.114919194,-24.80844668,92.55135047,-0.098634433,-0.098634433,0.246025796,0.097207504,0.295916068,1.014008018,0.944,1.143945265,-33.33189513,-0.063928452,-0.063928452,0.225679269,0.081691036,0.278714676,0.963401503,0.96,1.134045829,-22.93688048,92.5512956,-0.104525389,-0.104525389,0.254266636,0.103238509,0.303982496,0.938577405,0.963,1.269569757,-34.38533156,-0.187679552,-0.187679552,0.251797906,0.096355803,0.247372962,0.998323054,0.878,0.971313032,-75.86906456
3,N_AC1000b_X0.4b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.400477567,0.400477567,0.4,0,0.2,normal,-0.055206165,-0.055206165,0.172363828,0.046824102,0.209332753,0.990606976,0.945,0.828350025,-26.37244482,316.5279148,-0.06958107,-0.06958107,0.181096738,0.051706326,0.216591117,0.993924846,0.938,0.854211042,-32.12554175,-0.053981667,-0.053981667,0.170350633,0.045713367,0.206983548,0.977892321,0.952,0.829703416,-26.08017264,316.5280592,-0.070812184,-0.070812184,0.180893427,0.051524639,0.215770319,0.957617945,0.951,0.883237531,-32.8183156,-0.172872391,-0.172872391,0.21526252,0.068145845,0.19570202,0.988826216,0.86,0.775806518,-88.33449496
4,N_AC100b_X0.69b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.693147181,0.400477567,0.4,0,0.2,normal,-0.089042642,-0.089042642,0.342634027,0.194671622,0.432353975,1.028689094,0.932,1.647530289,-20.59484753,28.95710432,-0.116955497,-0.116955497,0.381153739,0.239883501,0.475848026,1.065125871,0.939,1.751239019,-24.57832982,-0.079466451,-0.079466451,0.335369553,0.18073793,0.417848789,0.92103784,0.958,1.778360327,-19.0179923,28.95708764,-0.121306966,-0.121306966,0.37814506,0.236374431,0.471042388,0.957271668,0.963,1.928869614,-25.75287682,-0.253745075,-0.253745075,0.341920063,0.181473481,0.342350876,1.017151854,0.888,1.319361281,-74.11842443
5,N_AC300b_X0.69b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.693147181,0.400477567,0.4,0,0.2,normal,-0.085090104,-0.085090104,0.229361101,0.08129903,0.27227346,1.010720677,0.945,1.055971623,-31.25170708,93.06175256,-0.10203757,-0.10203757,0.242661004,0.089617725,0.281576534,1.011292987,0.933,1.091434181,-36.23795228,-0.083298921,-0.083298921,0.221940235,0.075609585,0.262182406,0.961295265,0.952,1.069115998,-31.77136175,93.06166841,-0.107374144,-0.107374144,0.251620758,0.096080291,0.290922189,0.935243425,0.952,1.219355299,-36.90820022,-0.256107829,-0.256107829,0.289858795,0.120558812,0.234568997,0.996872801,0.792,0.922378032,-109.1823014
6,N_AC1000b_X0.69b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.693147181,0.400477567,0.4,0,0.2,normal,-0.084045306,-0.084045306,0.172277503,0.047363824,0.200849573,0.998023957,0.926,0.788874709,-41.84490172,314.3226983,-0.09607917,-0.09607917,0.181713892,0.053173597,0.209729292,1.00550405,0.925,0.817623479,-45.81104009,-0.083286001,-0.083286001,0.170271094,0.046542623,0.199112307,0.990684031,0.933,0.787845446,-41.82865535,314.3224583,-0.096972737,-0.096972737,0.182138633,0.053488923,0.210069847,0.969582065,0.935,0.84929239,-46.16214012,-0.254156336,-0.254156336,0.268573114,0.100744443,0.190224039,1.008944046,0.729,0.739054393,-133.6089475
7,N_AC100b_X1.11b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,1.108662625,0.400477567,0.4,0,0.2,normal,-0.114794632,-0.114794632,0.342934274,0.195520972,0.427230254,1.038208387,0.937,1.613078688,-26.86949964,29.14840686,-0.06271916,-0.06271916,0.38939648,0.250043782,0.496343073,1.088228179,0.94,1.787887072,-12.63625177,-0.111616546,-0.111616546,0.335811714,0.181738251,0.411642378,0.948155498,0.954,1.701839492,-27.11493083,29.1467018,-0.055079003,-0.055079003,0.383793924,0.242210361,0.489301625,0.973106221,0.967,1.971035726,-11.25665652,-0.381662083,-0.381662083,0.419774068,0.254114759,0.329480456,0.994641778,0.803,1.298497292,-115.8375483
8,N_AC300b_X1.11b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,1.108662625,0.400477567,0.4,0,0.2,normal,-0.137205704,-0.137205704,0.235240306,0.085275813,0.257908752,0.968131369,0.932,1.04426296,-53.19932087,93.32491475,-0.119301041,-0.119301041,0.246148759,0.093812993,0.282240881,0.995994421,0.939,1.110813374,-42.26922768,-0.137239038,-0.137239038,0.23184549,0.083138191,0.253708505,0.953443349,0.937,1.043081445,-54.09319552,93.32490615,-0.121271663,-0.121271663,0.250667128,0.098150567,0.289010861,0.93228975,0.95,1.215182038,-41.96093631,-0.378786861,-0.378786861,0.389727023,0.198486415,0.234652916,1.002199548,0.61,0.917803773,-161.4243147
9,N_AC1000b_X1.11b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,1.108662625,0.400477567,0.4,0,0.2,normal,-0.152614088,-0.152614088,0.201410367,0.061589159,0.195796925,0.970569203,0.896,0.790783223,-77.94508931,315.482739,-0.142501933,-0.142501933,0.203636601,0.06401617,0.20917247,0.985414484,0.901,0.832077294,-68.12652402,-0.151488063,-0.151488063,0.199677019,0.060708217,0.194415484,0.969763007,0.894,0.785856636,-77.91975211,315.4824288,-0.140007758,-0.140007758,0.200670537,0.062382821,0.20693833,0.953345508,0.912,0.850880758,-67.65675467,-0.392727331,-0.392727331,0.394272004,0.189628649,0.188226784,0.99083683,0.444,0.74465887,-208.6458277
10,N_AC100b_X0.4b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.400477567,0.693147181,0.4,0,0.2,normal,-0.068271725,-0.068271725,0.361463008,0.213815314,0.457562727,1.072968431,0.931,1.671636258,-14.92073564,29.41761569,-0.112311005,-0.112311005,0.396561015,0.262423944,0.500060239,1.100744373,0.939,1.780795036,-22.45949519,-0.04342838,-0.04342838,0.341510478,0.189343629,0.433180389,0.946463145,0.957,1.794085625,-10.0254723,29.41759975,-0.124415574,-0.124415574,0.39669393,0.263209376,0.497974015,0.993500943,0.967,1.964791561,-24.98435063,-0.213330693,-0.213330693,0.324858302,0.167727868,0.349771674,1.014436799,0.913,1.35156746,-60.991415
11,N_AC300b_X0.4b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.400477567,0.693147181,0.4,0,0.2,normal,-0.077478871,-0.077478871,0.230917243,0.084238135,0.279845445,1.016355092,0.938,1.079321582,-27.68630783,93.17868712,-0.099784711,-0.099784711,0.243557977,0.093334391,0.288895938,1.02119603,0.93,1.108946016,-34.54001882,-0.072520477,-0.072520477,0.223433959,0.078393853,0.270569475,0.965646049,0.948,1.098345357,-26.80290402,93.17864147,-0.106044763,-0.106044763,0.253016271,0.100788864,0.299387718,0.948398402,0.953,1.237431745,-35.42054551,-0.2212472,-0.2212472,0.268985867,0.108392408,0.24392947,1.014710378,0.844,0.942324011,-90.70129954
12,N_AC1000b_X0.4b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.400477567,0.693147181,0.4,0,0.2,normal,-0.071674293,-0.071674293,0.174186668,0.047472875,0.205859294,1.003482657,0.94,0.804153014,-34.81712777,314.8663154,-0.082526252,-0.082526252,0.182387158,0.051941475,0.212546628,1.003695395,0.936,0.830099926,-38.82736366,-0.067842962,-0.067842962,0.17108805,0.045609673,0.202603193,0.986651378,0.942,0.804934691,-33.48563301,314.8658952,-0.0827794,-0.0827794,0.182401659,0.051971306,0.21251833,0.96654897,0.941,0.861887572,-38.95165189,-0.216521419,-0.216521419,0.240444789,0.083543854,0.191569904,0.997253166,0.784,0.753008613,-113.0247576
13,N_AC100b_X0.69b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.693147181,0.693147181,0.4,0,0.2,normal,-0.11106772,-0.11106772,0.343556577,0.189394211,0.420993359,1.023471656,0.944,1.612417535,-26.38229727,29.57000969,-0.110228548,-0.110228548,0.37770792,0.229159504,0.466075527,1.059971749,0.937,1.723614329,-23.65036165,-0.096183771,-0.096183771,0.329066118,0.169496972,0.400507254,0.914506754,0.968,1.716728256,-24.01548801,29.56999255,-0.108945758,-0.108945758,0.375293735,0.225118179,0.462019981,0.95530344,0.971,1.895821758,-23.58031306,-0.310499937,-0.310499937,0.377256085,0.21458316,0.343934937,1.035064429,0.847,1.302527786,-90.27868458
14,N_AC300b_X0.69b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.693147181,0.693147181,0.4,0,0.2,normal,-0.095157145,-0.095157145,0.229541363,0.082663569,0.271444966,1.018001005,0.941,1.045229532,-35.05577797,92.50742206,-0.102643227,-0.102643227,0.241144466,0.091543019,0.284760383,1.027782771,0.938,1.086066258,-36.04547295,-0.093279716,-0.093279716,0.221738696,0.077760815,0.262923636,0.978552833,0.953,1.053230524,-35.47787396,92.50736412,-0.107184043,-0.107184043,0.249712123,0.098033409,0.294332501,0.953380459,0.956,1.21018025,-36.41597281,-0.303428891,-0.303428891,0.326193748,0.146907504,0.234293205,1.005934545,0.736,0.912994284,-129.5081904
15,N_AC1000b_X0.69b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.693147181,0.693147181,0.4,0,0.2,normal,-0.101019387,-0.101019387,0.178069695,0.050009952,0.199611824,1.001941989,0.917,0.78094738,-50.60791746,316.7184591,-0.109247216,-0.109247216,0.187159462,0.055156309,0.208001489,1.003685288,0.916,0.812357086,-52.52232387,-0.101249016,-0.101249016,0.176544057,0.048950947,0.196820534,0.991026331,0.921,0.778508391,-51.44230317,316.7182065,-0.110135994,-0.110135994,0.187741762,0.055385336,0.20808339,0.966880846,0.925,0.843611603,-52.92877726,-0.30455748,-0.30455748,0.311884112,0.126981223,0.185095176,0.989116834,0.636,0.733543029,-164.5410143
16,N_AC100b_X1.11b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,1.108662625,0.693147181,0.4,0,0.2,normal,-0.162489912,-0.162489912,0.368506142,0.231452444,0.453050469,1.089458907,0.934,1.630098386,-35.86574189,29.20633737,-0.085785325,-0.085785325,0.405689065,0.269891177,0.512635202,1.095936142,0.939,1.833585907,-16.73418543,-0.165923654,-0.165923654,0.359149282,0.205108651,0.421610896,0.961959844,0.945,1.718038808,-39.35468836,29.20632524,-0.075604164,-0.075604164,0.401245111,0.263972974,0.508444195,0.984845921,0.961,2.023732423,-14.86970744,-0.445777493,-0.445777493,0.479257896,0.313580182,0.339083451,1.012714902,0.725,1.312494466,-131.4654228
17,N_AC300b_X1.11b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,1.108662625,0.693147181,0.4,0,0.2,normal,-0.152543513,-0.152543513,0.246902717,0.09358507,0.265303473,0.981995087,0.914,1.059038399,-57.49774447,93.00723048,-0.118582323,-0.118582323,0.256677118,0.100584278,0.294294274,1.010500888,0.93,1.141624287,-40.29379199,-0.155083581,-0.155083581,0.245175287,0.092923162,0.262566537,0.975597974,0.917,1.054985701,-59.06448789,93.00729489,-0.118060024,-0.118060024,0.26198676,0.104840577,0.301651125,0.943578897,0.944,1.253155071,-39.13793605,-0.430559387,-0.430559387,0.43665476,0.242813132,0.239769129,1.00771454,0.564,0.9326825,-179.5724863
18,N_AC1000b_X1.11b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,1.108662625,0.693147181,0.4,0,0.2,normal,-0.157934351,-0.157934351,0.208410862,0.066459811,0.203858063,0.992160802,0.889,0.805422791,-77.47270249,316.351803,-0.136972653,-0.136972653,0.205866194,0.066609978,0.218852386,1.00489117,0.9,0.853709949,-62.58677611,-0.159180992,-0.159180992,0.20818542,0.066349174,0.202612037,0.99284334,0.887,0.799949558,-78.56443009,316.351503,-0.134975122,-0.134975122,0.204656535,0.065370426,0.217254095,0.960856759,0.912,0.886313591,-62.12776862,-0.427634689,-0.427634689,0.4303634,0.223426623,0.201483975,1.038600289,0.39,0.760449114,-212.2425311
19,N_AC100b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.400477567,1.108662625,0.4,0,0.2,normal,-0.09628802,-0.09628802,0.340293916,0.184439874,0.418740773,1.012652016,0.949,1.62092569,-22.99466072,29.63773847,-0.121187108,-0.121187108,0.372250091,0.222423181,0.456009661,1.03532736,0.955,1.726531235,-26.57555712,-0.091289419,-0.091289419,0.321318881,0.166289865,0.39763579,0.898626132,0.963,1.734540762,-22.95804888,29.63982104,-0.124464865,-0.124464865,0.368886508,0.219699033,0.45211939,0.933559583,0.971,1.898406351,-27.52920304,-0.29450053,-0.29450053,0.354474373,0.187922443,0.318265885,0.951934236,0.886,1.310573041,-92.53286108
20,N_AC300b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.400477567,1.108662625,0.4,0,0.2,normal,-0.077121885,-0.077121885,0.231198567,0.085516076,0.282219663,1.052675925,0.929,1.050922441,-27.32689976,92.99132002,-0.090307282,-0.090307282,0.244729224,0.096228309,0.296919291,1.071949746,0.924,1.085780595,-30.4147574,-0.077595457,-0.077595457,0.22681324,0.082391765,0.27649079,1.019000142,0.934,1.063615141,-28.06439137,92.99136886,-0.095588803,-0.095588803,0.254771429,0.104153899,0.308401997,0.996959827,0.939,1.212600128,-30.99487177,-0.273305867,-0.273305867,0.306618187,0.136279029,0.248283258,1.060323884,0.763,0.917882266,-110.0782506
21,N_AC1000b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.400477567,1.108662625,0.4,0,0.2,normal,-0.0852021,-0.0852021,0.166578214,0.043768182,0.191168329,0.955178281,0.942,0.784530064,-44.56915034,315.9337647,-0.095975145,-0.095975145,0.176992582,0.049260468,0.200223197,0.964310485,0.939,0.813908509,-47.93407883,-0.086283834,-0.086283834,0.166314927,0.043647478,0.190364958,0.952237521,0.943,0.783645789,-45.32548159,315.9334411,-0.096332204,-0.096332204,0.177458892,0.049361261,0.200303491,0.92916,0.947,0.845037731,-48.09312299,-0.269592284,-0.269592284,0.282300702,0.10582447,0.182147324,0.970264414,0.697,0.735886403,-148.0078205
22,N_AC100b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.693147181,1.108662625,0.4,0,0.2,normal,-0.134287978,-0.134287978,0.334403154,0.177928709,0.400069373,0.972710374,0.948,1.612240566,-33.56617294,29.24253517,-0.101033828,-0.101033828,0.368910493,0.217140039,0.455125636,1.018350528,0.951,1.751911213,-22.19910718,-0.129970908,-0.129970908,0.32650064,0.169597404,0.390970364,0.892136202,0.967,1.717871846,-33.24316105,29.24251191,-0.098345777,-0.098345777,0.364720259,0.21310767,0.451264243,0.916960744,0.97,1.929115657,-21.79339022,-0.382673331,-0.382673331,0.421634705,0.249137554,0.320626694,0.970018861,0.802,1.295679492,-119.3516755
23,N_AC300b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.693147181,1.108662625,0.4,0,0.2,normal,-0.118719721,-0.118719721,0.234324721,0.084653319,0.265762256,0.998439619,0.929,1.043396997,-44.67140011,92.77505768,-0.110711029,-0.110711029,0.242853821,0.091452661,0.281558171,1.003957159,0.933,1.099337497,-39.32083696,-0.121074761,-0.121074761,0.227117685,0.07991026,0.255570888,0.957592549,0.939,1.046185532,-47.37423832,92.77508052,-0.115015124,-0.115015124,0.248523451,0.096434598,0.288599044,0.937453059,0.948,1.206767054,-39.85291232,-0.362618708,-0.362618708,0.376726877,0.186956514,0.2356262,1.009905367,0.652,0.914578495,-153.8957503
24,N_AC1000b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.693147181,1.108662625,0.4,0,0.2,normal,-0.128425724,-0.128425724,0.194698929,0.058442609,0.204918115,1.022797695,0.904,0.785359856,-62.67172799,316.8027204,-0.12619501,-0.12619501,0.20099333,0.062472536,0.215856317,1.028083753,0.907,0.823027512,-58.46250516,-0.128913805,-0.128913805,0.19267935,0.057267099,0.201715192,1.011263177,0.911,0.781902318,-63.90882331,316.8025842,-0.126443,-0.126443,0.199808922,0.061964816,0.214529735,0.99249612,0.92,0.847299139,-58.93961489,-0.367068531,-0.367068531,0.370252672,0.171847016,0.192730002,1.021319142,0.5,0.739717582,-190.4573897
25,N_AC100b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,1.108662625,1.108662625,0.4,0,0.2,normal,-0.195776787,-0.195776787,0.397401071,0.246392594,0.456368618,1.074576301,0.914,1.664779046,-42.89882774,29.30845204,-0.07255685,-0.07255685,0.44552797,0.32335545,0.564277735,1.137509826,0.925,1.944535359,-12.85835785,-0.2098372,-0.2098372,0.390009558,0.237816079,0.440429799,0.995615702,0.925,1.734055703,-47.64373355,29.30844091,-0.053336545,-0.053336545,0.443370655,0.321527831,0.564802661,1.024937097,0.961,2.16011866,-9.44339485,-0.505055209,-0.505055209,0.532988429,0.385014641,0.360643786,1.045819287,0.669,1.351760943,-140.042676
26,N_AC300b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,1.108662625,1.108662625,0.4,0,0.2,normal,-0.190424057,-0.190424057,0.276346921,0.114826465,0.280434997,1.006948095,0.909,1.091699756,-67.90310017,93.52775265,-0.1330634,-0.1330634,0.280443266,0.119721363,0.319558464,1.041814085,0.918,1.202370152,-41.63976725,-0.191566865,-0.191566865,0.273018578,0.112217396,0.274945682,0.991425534,0.901,1.087088471,-69.67444017,93.52773183,-0.13171264,-0.13171264,0.285150681,0.12382146,0.32646565,0.968242531,0.939,1.321695538,-40.34502243,-0.492578841,-0.492578841,0.49738452,0.304375135,0.248602138,1.005935954,0.484,0.968752007,-198.1394228
27,N_AC1000b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,1.108662625,1.108662625,0.4,0,0.2,normal,-0.196480109,-0.196480109,0.237907151,0.085225782,0.216027815,1.006955307,0.863,0.840964308,-90.95130134,317.4936201,-0.154119687,-0.154119687,0.221987796,0.078039009,0.233110429,1.014395364,0.901,0.900808621,-66.11445393,-0.196504423,-0.196504423,0.23578251,0.084074781,0.213322055,1.001485369,0.861,0.834966854,-92.11631829,317.4937184,-0.15317937,-0.15317937,0.221852906,0.078009024,0.233665797,0.977868368,0.92,0.936683427,-65.55489582,-0.505149538,-0.505149538,0.505894758,0.297237546,0.205191602,1.008740725,0.284,0.797366736,-246.1843145
28,N_AC100b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,100,0.400477567,0.400477567,0.4,0.35,0.2,normal,-0.035503694,-0.035503694,0.331810705,0.174625845,0.41657997,1.03809802,0.946,1.573033994,-8.52265997,36.62486263,-0.128360732,-0.128360732,0.388287576,0.245090644,0.478375385,1.092682997,0.936,1.716140049,-26.83263728,-0.019107021,-0.019107021,0.331611483,0.174183319,0.417123762,0.979233273,0.958,1.669770774,-4.580660033,36.62493157,-0.143913288,-0.143913288,0.389833548,0.249415443,0.478469792,0.989909751,0.966,1.894684965,-30.07782104,-0.184017531,-0.184017531,0.316475173,0.165970012,0.363647907,1.023229274,0.924,1.393112606,-50.60321469
29,N_AC300b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,300,0.400477567,0.400477567,0.4,0.35,0.2,normal,-0.007555783,-0.007555783,0.207681063,0.069081933,0.262857256,0.995524277,0.951,1.035013944,-2.874481293,116.953182,-0.04776212,-0.04776212,0.223668547,0.079784619,0.278533625,1.012905321,0.94,1.077920833,-17.14770328,-0.00408982,-0.00408982,0.207387427,0.068310195,0.261460954,0.985668912,0.949,1.039809709,-1.564218268,116.9531388,-0.052023742,-0.052023742,0.230924106,0.084611845,0.286334355,0.941554705,0.954,1.192081607,-18.16887887,-0.166626689,-0.166626689,0.243086151,0.090020838,0.249637143,1.010651529,0.894,0.968246317,-66.74755464
30,N_AC1000b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,1000,0.400477567,0.400477567,0.4,0.35,0.2,normal,0.002494287,0.002494287,0.159770134,0.040431976,0.201162174,0.987588944,0.95,0.798450851,1.239938586,393.5787885,-0.022118097,-0.022118097,0.166933386,0.044584452,0.210093745,0.99115279,0.948,0.830903525,-10.52772738,0.003501813,0.003501813,0.158067557,0.039698393,0.199313463,0.980937496,0.952,0.79647727,1.75693752,393.5787851,-0.022902382,-0.022902382,0.166661799,0.044396608,0.209561458,0.959179228,0.955,0.85642578,-10.92871846,-0.154625206,-0.154625206,0.202144541,0.062352431,0.19616819,0.993420823,0.871,0.774057838,-78.82277229
31,N_AC100b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,100,0.693147181,0.400477567,0.4,0.35,0.2,normal,-0.034322187,-0.034322187,0.316605782,0.160230698,0.399013655,1.048418889,0.947,1.491870094,-8.601757616,36.52029462,-0.066516913,-0.066516913,0.375056749,0.232011075,0.477299056,1.136142424,0.934,1.646781143,-13.93610828,-0.021607051,-0.021607051,0.311727118,0.156122164,0.394729161,0.998738163,0.965,1.549264797,-5.4738928,36.51517635,-0.069585464,-0.069585464,0.373023505,0.229687054,0.474415416,1.027114169,0.96,1.810581836,-14.66762286,-0.252773833,-0.252773833,0.347899023,0.188323532,0.352921344,1.048741384,0.883,1.319130023,-71.62327733
32,N_AC300b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,300,0.693147181,0.400477567,0.4,0.35,0.2,normal,-0.004028786,-0.004028786,0.186884236,0.0552579,0.235153068,0.935855542,0.96,0.984963007,-1.713261133,116.2314755,-0.02066422,-0.02066422,0.205292503,0.066385999,0.256953331,0.965927388,0.956,1.042768392,-8.04201273,-0.000260286,-0.000260286,0.185510573,0.054831606,0.23427852,0.937828396,0.961,0.979235567,-0.111101127,116.2314326,-0.024320593,-0.024320593,0.213714996,0.071565254,0.266542318,0.900599998,0.967,1.160145113,-9.124477348,-0.227067362,-0.227067362,0.2661176,0.103110607,0.227162106,0.966561382,0.841,0.921264917,-99.95829272
33,N_AC1000b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,1000,0.693147181,0.400477567,0.4,0.35,0.2,normal,-0.033376382,-0.033376382,0.161906802,0.041232902,0.200397302,1.032475863,0.944,0.76083424,-16.65510568,394.4027888,-0.05109996,-0.05109996,0.17391803,0.047538871,0.21206753,1.040050614,0.932,0.799277874,-24.09607924,-0.032480625,-0.032480625,0.161671104,0.040905968,0.199726984,1.037398085,0.939,0.754691378,-16.26251203,394.4027811,-0.051545252,-0.051545252,0.17410258,0.047581304,0.212059804,1.004610816,0.943,0.827443963,-24.30694146,-0.257124693,-0.257124693,0.272852425,0.103873756,0.194418227,1.031536589,0.721,0.738806022,-132.2533886
34,N_AC100b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,100,1.108662625,0.400477567,0.4,0.35,0.2,normal,-0.055242284,-0.055242284,0.293244322,0.136344008,0.36527486,0.981495694,0.953,1.458846076,-15.1234838,36.56930658,0.037339505,0.037339505,0.364763764,0.221130155,0.468994533,1.064039819,0.949,1.727778187,7.961607706,-0.057537841,-0.057537841,0.285576556,0.129089369,0.354830482,0.944555663,0.958,1.472554751,-16.21558581,36.56938765,0.042307283,0.042307283,0.363048729,0.219439349,0.466762584,0.958926941,0.969,1.908044952,9.063983409,-0.372237674,-0.372237674,0.422255955,0.255635359,0.342332681,1.033786724,0.798,1.298062182,-108.7356525
35,N_AC300b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,300,1.108662625,0.400477567,0.4,0.35,0.2,normal,-0.061394678,-0.061394678,0.197592503,0.060818369,0.238968971,0.958116175,0.949,0.977690572,-25.69148532,115.5752097,-0.003243981,-0.003243981,0.220056107,0.076473558,0.276657865,0.995634822,0.954,1.089233603,-1.172560533,-0.060265742,-0.060265742,0.197051296,0.06022193,0.238005498,0.977611999,0.942,0.954329949,-25.32115535,115.5751563,-0.001743412,-0.001743412,0.225404778,0.081028258,0.284791722,0.937592486,0.973,1.190669775,-0.612170955,-0.371962107,-0.371962107,0.382246901,0.195272783,0.238692161,1.019638116,0.623,0.917635445,-155.8333991
36,N_AC1000b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,1000,1.108662625,0.400477567,0.4,0.35,0.2,normal,-0.068485461,-0.068485461,0.161922237,0.040327044,0.188871539,0.970987916,0.953,0.762484079,-36.26033938,396.1176007,-0.02377531,-0.02377531,0.166791079,0.043702013,0.207797804,0.991887013,0.95,0.821214932,-11.4415598,-0.068342145,-0.068342145,0.16131643,0.039982736,0.188009133,0.981819846,0.949,0.750628806,-36.35043906,396.1175832,-0.023578309,-0.023578309,0.164729767,0.042906184,0.20589473,0.962841258,0.96,0.838240471,-11.4516332,-0.369192104,-0.369192104,0.373166285,0.172868449,0.191317123,1.009380598,0.491,0.742979748,-192.9738944
37,N_AC100b_X0.4b_EM0.69meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,100,0.400477567,0.693147181,0.4,0.35,0.2,normal,-0.004452535,-0.004452535,0.310250386,0.159394242,0.399417014,1.026508918,0.946,1.525253116,-1.114758438,36.20682664,-0.060503099,-0.060503099,0.352729905,0.208000352,0.452265709,1.066413842,0.943,1.662439975,-13.37777724,0.007799727,0.007799727,0.303103194,0.148439447,0.385392188,0.943792589,0.958,1.600679677,2.023841497,36.20690339,-0.071317829,-0.071317829,0.34941082,0.204609972,0.44690431,0.959600948,0.97,1.825584592,-15.95818782,-0.194726718,-0.194726718,0.310472422,0.156180234,0.344064122,1.001944925,0.923,1.346088533,-56.59605444
