Scenario,file_id,N_AC,b_X,b_EM,meanX_AC,corX,sdBC,shapeBC,maic.ate,maic.bias,maic.mae,maic.mse,maic.empse,maic.vr,maic.cov,maic.ciwidth,maic.std.bias,maic.aess.mean,stc.ate,stc.bias,stc.mae,stc.mse,stc.empse,stc.vr,stc.cov,stc.ciwidth,stc.std.bias,RA_MAIC.ate,RA_MAIC.bias,RA_MAIC.mae,RA_MAIC.mse,RA_MAIC.empse,RA_MAIC.vr,RA_MAIC.cov,RA_MAIC.ciwidth,RA_MAIC.std.bias,RA_MAIC.aess.mean,K_STC.ate,K_STC.bias,K_STC.mae,K_STC.mse,K_STC.empse,K_STC.vr,K_STC.cov,K_STC.ciwidth,K_STC.std.bias,NAIVE.ate,NAIVE.bias,NAIVE.mae,NAIVE.mse,NAIVE.empse,NAIVE.vr,NAIVE.cov,NAIVE.ciwidth,NAIVE.std_bias,shapeBC_f
1,N_AC100b_X0.4b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.400477567,0.400477567,0.4,0,0.2,normal,0.861031775,0.861031775,3.971405904,24.69252301,4.896439769,1.297905152,0.842,14.78820788,17.58485381,29.11910984,1.507100696,1.507100696,3.869282072,22.91766841,4.546095344,1.063764108,0.905,16.75217856,33.15154175,8.938793505,8.938793505,10.64271853,146.6559287,8.174394176,3.846612522,0.172,8.330196031,109.3511435,29.11908728,1.529998347,1.529998347,3.833076297,22.39190858,4.480076419,0.96789121,0.924,18.14416401,34.15116628,2.67788149,2.67788149,3.80192697,21.8284925,3.830419734,1.024930053,0.861,14.6497504,69.91091514,Norm
2,N_AC300b_X0.4b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.400477567,0.400477567,0.4,0,0.2,normal,0.832471312,0.832471312,2.585116614,10.76238147,3.174815339,1.173949811,0.891,10.60100468,26.22109391,92.55135047,1.167899482,1.167899482,2.561746227,10.21189932,2.976032071,1.009530662,0.925,11.5556979,39.2435113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.244793677,1.244793677,2.665868129,11.06793083,3.086737352,0.947801608,0.94,12.76616116,40.3271654,2.655684872,2.655684872,3.134753435,14.28613264,2.690856967,1.00410169,0.839,10.50487773,98.69290358,Norm
3,N_AC1000b_X0.4b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.400477567,0.400477567,0.4,0,0.2,normal,0.794373655,0.794373655,1.996616178,6.166709409,2.353979848,1.0772043,0.915,8.56609229,33.74598368,316.5279148,1.034749844,1.034749844,2.08207408,6.674453377,2.368407797,1.016770506,0.925,9.130858844,43.68968239,-0.541941482,-0.541941482,0.542175489,0.315613769,0.148105145,36.61846508,0,0.015854337,-365.9167161,316.5280592,1.045568186,1.045568186,2.086663803,6.697760413,2.368577155,0.985556924,0.93,9.420715951,44.14330283,2.617901938,2.617901938,2.871505931,11.79518548,2.224122669,1.022397136,0.762,8.527411071,117.7049258,Norm
4,N_AC100b_X0.69b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.693147181,0.400477567,0.4,0,0.2,normal,1.419628984,1.419628984,3.909848685,24.31009915,4.724094598,1.215087164,0.879,15.24014992,30.05081619,28.95710432,1.817966964,1.817966964,3.96315526,24.3603866,4.590910495,1.019632951,0.911,17.64952618,39.59926828,-0.726650527,-0.726650527,0.741766422,0.703725656,0.419381148,17.82036282,0.022,0.092250865,-173.2673322,28.95708764,1.792864301,1.792864301,3.922600638,23.86136317,4.546170744,0.932835588,0.939,19.10375427,39.43680082,4.146008907,4.146008907,4.703128973,31.73582072,3.815886772,0.98316741,0.8,15.21409389,108.6512561,Norm
5,N_AC300b_X0.69b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.693147181,0.400477567,0.4,0,0.2,normal,1.204853073,1.204853073,2.648990451,11.29653755,3.139223048,1.131019405,0.887,10.8800328,38.38061377,93.06175256,1.60905956,1.60905956,2.75117691,12.18196287,3.098788907,1.010539269,0.904,12.02034367,51.92543306,-0.721160045,-0.721160045,0.721471148,0.573536721,0.231340506,25.24991427,0,0.035914503,-311.7309877,93.06166841,1.6756359,1.6756359,2.853965285,13.09304819,3.208673886,0.94621002,0.914,13.29278939,52.22206928,4.025089082,4.025089082,4.2163491,23.77823564,2.753993102,0.995787664,0.695,10.84112103,146.1546537,Norm
6,N_AC1000b_X0.69b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.693147181,0.400477567,0.4,0,0.2,normal,1.265511092,1.265511092,2.226759745,7.637770547,2.458107914,1.096783573,0.89,8.785330311,51.48313808,314.3226983,1.60394717,1.60394717,2.411555268,8.762625385,2.48921173,1.035091577,0.886,9.426731797,64.43594775,-0.725022846,-0.725022846,0.725022846,0.54465165,0.137885948,33.4988531,0,0.01613497,-525.8134383,314.3224583,1.60690674,1.60690674,2.413672089,8.753802742,2.485524351,1.000841754,0.901,9.734882049,64.65061344,4.080403274,4.080403274,4.156773335,21.91603628,2.296000222,1.02670006,0.552,8.766100092,177.7178954,Norm
7,N_AC100b_X1.11b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,1.108662625,0.400477567,0.4,0,0.2,normal,1.984673848,1.984673848,3.98656345,25.55777172,4.651933137,1.225336222,0.858,14.88182793,42.66342163,29.14840686,2.1083162,2.1083162,4.112638986,27.19892427,4.772494502,1.066373037,0.894,17.54342433,44.17639871,-0.962813281,-0.962813281,0.966827057,1.098269202,0.414042533,17.86876518,0.008,0.09082983,-232.5397042,29.1467018,1.974259099,1.974259099,4.026846191,26.1180929,4.716209977,0.975242449,0.923,18.95652043,41.86113656,6.197338865,6.197338865,6.39071901,54.15857404,3.970810039,1.020835215,0.652,15.24760225,156.0724085,Norm
8,N_AC300b_X1.11b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,1.108662625,0.400477567,0.4,0,0.2,normal,2.137459529,2.137459529,2.963336373,13.48460631,2.98744002,1.109079105,0.831,10.55880472,71.54819895,93.32491475,2.428239656,2.428239656,3.188073034,15.42381975,3.088204806,1.025204783,0.864,11.80792423,78.62948892,-0.956707524,-0.956707524,0.956707524,0.962661234,0.217759884,24.23403283,0,0.035223319,-439.3405733,93.32490615,2.485974076,2.485974076,3.294197695,16.46128842,3.208038782,0.959522303,0.894,13.10577244,77.49202068,6.330362958,6.330362958,6.345881242,47.49050605,2.724781699,0.998971186,0.362,10.69194802,232.3255093,Norm
9,N_AC1000b_X1.11b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,1.108662625,0.400477567,0.4,0,0.2,normal,2.272021959,2.272021959,2.617658846,9.888409688,2.175099299,1.010594085,0.805,8.436851857,104.4560108,315.482739,2.632418706,2.632418706,2.921636574,12.06952264,2.268267937,0.976208664,0.787,9.108141787,116.0541338,-0.965935768,-0.965935768,0.965935768,0.951319241,0.135298332,33.95114907,0,0.01562126,-713.9302854,315.4824288,2.625023206,2.625023206,2.916531085,12.01347112,2.26447613,0.940344824,0.809,9.439710937,115.9218758,6.429131418,6.429131418,6.430180682,45.95227435,2.150155047,0.99358311,0.15,8.482886659,299.0078054,Norm
10,N_AC100b_X0.4b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.400477567,0.693147181,0.4,0,0.2,normal,1.008266193,1.008266193,4.070606867,25.63448965,4.964124441,1.273596212,0.858,15.27879092,20.31105797,29.41761569,1.470565655,1.470565655,4.046515342,25.16176289,4.798147743,1.064898509,0.906,17.66214656,30.64861139,-0.728314052,-0.728314052,0.741618484,0.696190462,0.407326673,17.38170696,0.018,0.091860438,-178.8034274,29.41759975,1.439107407,1.439107407,3.983252861,24.39454627,4.727140997,0.970102513,0.933,19.10112793,30.44350502,3.885066445,3.885066445,4.5714816,30.22174688,3.891419888,0.999581369,0.82,15.26047417,99.83673202,Norm
11,N_AC300b_X0.4b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.400477567,0.693147181,0.4,0,0.2,normal,1.200267335,1.200267335,2.714340719,11.62003015,3.192111848,1.148379963,0.88,10.89608746,37.60104259,93.17868712,1.546990932,1.546990932,2.839350113,12.61049726,3.198053136,1.043122967,0.907,12.01789082,48.37289645,-0.728868305,-0.728868305,0.728868305,0.583933774,0.229646479,24.9304056,0.001,0.036108424,-317.3871025,93.17864147,1.609735058,1.609735058,2.949784318,13.55684253,3.313091025,0.976339711,0.924,13.30180267,48.58710631,4.030759637,4.030759637,4.214763382,24.38780284,2.854632816,1.0311692,0.697,10.85171572,141.2006341,Norm
12,N_AC1000b_X0.4b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.400477567,0.693147181,0.4,0,0.2,normal,1.267619851,1.267619851,2.13702473,7.127556057,2.350791823,1.047523133,0.897,8.796879344,53.92310108,314.8663154,1.634631406,1.634631406,2.308608757,8.155454102,2.342845107,0.973556089,0.903,9.433235708,69.77121112,-0.735927023,-0.735927023,0.735927023,0.562886072,0.146009617,35.91356081,0,0.015936798,-504.0264045,314.8658952,1.640216339,1.640216339,2.313857512,8.19014775,2.346346832,0.943689345,0.916,9.746332961,69.90511025,4.13165832,4.13165832,4.187859383,21.83703149,2.18430818,0.975715695,0.552,8.775436094,189.1518037,Norm
13,N_AC100b_X0.69b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.693147181,0.693147181,0.4,0,0.2,normal,1.885302449,1.885302449,3.978340932,26.07548094,4.748016351,1.231025946,0.865,15.11900066,39.70716,29.57000969,2.04885783,2.04885783,4.153707249,27.19666459,4.798110883,1.063283628,0.905,17.68883538,42.70134391,-0.913960453,-0.913960453,0.919415473,1.013176792,0.421937333,18.42196144,0.007,0.089782185,-216.6104729,29.56999255,1.945154189,1.945154189,4.069937652,26.13194573,4.729766548,0.969840536,0.933,19.11689963,41.12579699,5.6798514,5.6798514,5.875633374,46.93189242,3.83221429,0.980337083,0.706,15.32330486,148.2133036,Norm
14,N_AC300b_X0.69b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.693147181,0.693147181,0.4,0,0.2,normal,2.039246833,2.039246833,2.923860968,12.98862081,2.973034156,1.086205922,0.866,10.7291624,68.59143642,92.50742206,2.362095526,2.362095526,3.166796337,14.94326175,3.061558365,1.001458353,0.872,11.98361192,77.1533724,-0.908796576,-0.908796576,0.908796576,0.879613583,0.231853665,25.64054999,0,0.035445795,-391.9698987,92.50736412,2.43486806,2.43486806,3.279994133,16.04285937,3.181886437,0.937681563,0.902,13.30170724,76.5227832,5.850798604,5.850798604,5.880112706,41.85247426,2.761930161,1.002736227,0.434,10.79702418,211.8373117,Norm
15,N_AC1000b_X0.69b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.693147181,0.693147181,0.4,0,0.2,normal,1.916677783,1.916677783,2.352836412,8.554165339,2.210293422,1.005435134,0.845,8.617354524,86.71598821,316.7184591,2.269666618,2.269666618,2.624204921,10.26486661,2.262432022,0.954608507,0.843,9.290269778,100.3197708,-0.897694186,-0.897694186,0.897694186,0.823808327,0.134057626,33.48877322,0,0.015691714,-669.6330633,316.7182065,2.270259954,2.270259954,2.625735566,10.29742623,2.269029411,0.924997365,0.852,9.615629393,100.0542321,5.694062498,5.694062498,5.70277727,36.86942129,2.109863759,0.957075023,0.256,8.641447914,269.8782077,Norm
16,N_AC100b_X1.11b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,1.108662625,0.693147181,0.4,0,0.2,normal,3.01704987,3.01704987,4.16663674,26.73370267,4.201042907,1.184755427,0.829,13.89973425,71.81668782,29.20633737,2.750374863,2.750374863,4.313257875,28.61988385,4.590903872,1.094622752,0.87,16.44037863,59.90922354,-1.12912848,-1.12912848,1.129448355,1.461648841,0.432324671,18.52754784,0.004,0.091468206,-261.1760454,29.20632524,2.572371291,2.572371291,4.17835406,26.94634494,4.511053145,0.994804578,0.916,17.77535386,57.02374166,7.738056637,7.738056637,7.809002577,75.46356693,3.949892157,1.057341152,0.462,14.64361121,195.9055167,Norm
17,N_AC300b_X1.11b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,1.108662625,0.693147181,0.4,0,0.2,normal,2.681339671,2.681339671,3.04988586,13.45669786,2.504673396,1.007189012,0.804,9.748060377,107.0534656,93.00723048,2.627932123,2.627932123,3.134541563,14.34251995,2.728357866,0.975252118,0.849,10.9663605,96.3191873,-1.134372016,-1.134372016,1.134372016,1.33961568,0.229931899,25.03263237,0,0.036005661,-493.3513023,93.00729489,2.680806945,2.680806945,3.220533115,15.17821998,2.828337603,0.908232997,0.884,12.20708751,94.7838385,7.623750775,7.623750775,7.62495182,64.44613419,2.516125833,0.977790657,0.153,10.08705898,302.9956084,Norm
18,N_AC1000b_X1.11b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,1.108662625,0.693147181,0.4,0,0.2,normal,2.685963075,2.685963075,2.88572499,11.29788862,2.02177609,1.025473949,0.711,7.72834517,132.8516589,316.351803,2.739074893,2.739074893,2.985242109,12.16532516,2.160430825,1.010716627,0.735,8.37893925,126.7837351,-1.128142053,-1.128142053,1.128142053,1.291794598,0.138236083,35.20900141,0,0.015390254,-816.0981049,316.351503,2.727864187,2.727864187,2.976588048,12.09940585,2.159357694,0.973445246,0.766,8.695431673,126.3275739,7.599372559,7.599372559,7.599372559,61.86975646,2.030619752,1.013467074,0.049,7.854111266,374.2390741,Norm
19,N_AC100b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.400477567,1.108662625,0.4,0,0.2,normal,2.215199092,2.215199092,4.096736977,26.06149301,4.601691162,1.210657436,0.861,14.89958873,48.13880406,29.63773847,2.255235786,2.255235786,4.350269814,28.51034936,4.84228341,1.086686146,0.902,17.4672349,46.57380816,-0.96442639,-0.96442639,0.967114025,1.096403517,0.407984935,17.41927161,0.005,0.091810472,-236.3877457,29.63982104,2.121285367,2.121285367,4.233252687,27.1299801,4.759493804,0.988385276,0.927,18.87611374,44.56955833,6.221732035,6.221732035,6.426374287,53.86099117,3.894381576,1.002080391,0.651,15.23400257,159.7617469,Norm
20,N_AC300b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.400477567,1.108662625,0.4,0,0.2,normal,2.184978034,2.184978034,2.999814879,13.66459555,2.983180502,1.106667183,0.851,10.56672942,73.24323931,92.99132002,2.492117572,2.492117572,3.249951153,15.69783757,3.081669071,1.021206197,0.87,11.82907117,80.86908472,-0.973688566,-0.973688566,0.973688566,0.998604543,0.224912661,24.69030338,0,0.035708003,-432.9185205,92.99136886,2.555747057,2.555747057,3.356073729,16.76207871,3.200074399,0.954997484,0.894,13.13517716,79.86523869,6.410321643,6.410321643,6.427381629,48.4236858,2.709022156,0.992958396,0.341,10.69447799,236.6286163,Norm
21,N_AC1000b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.400477567,1.108662625,0.4,0,0.2,normal,2.121749454,2.121749454,2.538894321,9.597809465,2.258559233,1.048886567,0.831,8.440750207,93.94260829,315.9337647,2.501725418,2.501725418,2.85695169,11.82815055,2.361164029,1.014639408,0.813,9.122051484,105.9530548,-0.96490085,-0.96490085,0.96490085,0.950312437,0.138917549,34.80813199,0,0.01564424,-694.5852848,315.9334411,2.499785318,2.499785318,2.855486058,11.82509321,2.362572394,0.980601061,0.834,9.444323459,105.8077765,6.299551329,6.299551329,6.302962259,44.65738323,2.231146411,1.030391091,0.185,8.487974411,282.345941,Norm
22,N_AC100b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.693147181,1.108662625,0.4,0,0.2,normal,2.898585681,2.898585681,4.001816418,25.61366861,4.150794954,1.168428431,0.837,13.92538628,69.8320614,29.24253517,2.429919553,2.429919553,4.101910958,26.24371113,4.512157096,1.082518162,0.898,16.33906148,53.85272501,-1.155283986,-1.155283986,1.158238796,1.528741669,0.440743503,18.76834187,0.003,0.092053032,-262.1216148,29.24251191,2.244509927,2.244509927,3.970619245,24.60802662,4.426035653,0.98231587,0.934,17.66207946,50.71151936,7.798822627,7.798822627,7.861084839,74.94084317,3.759433753,1.00535227,0.455,14.65825458,207.4467364,Norm
23,N_AC300b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.693147181,1.108662625,0.4,0,0.2,normal,2.727173957,2.727173957,3.098728314,14.01919923,2.566770294,1.029420419,0.808,9.773999509,106.249241,92.77505768,2.65145042,2.65145042,3.176461603,14.96828392,2.818872227,1.005406893,0.841,10.99035242,94.06068124,-1.121731781,-1.121731781,1.121731781,1.304925555,0.216078824,23.97920091,0,0.035322838,-519.130825,92.77508052,2.697716501,2.697716501,3.259126023,15.81767615,2.923790413,0.937817803,0.878,12.22097488,92.26777982,7.661924781,7.661924781,7.663576539,65.54193385,2.616043996,1.015020272,0.159,10.1029549,292.8821072,Norm
24,N_AC1000b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.693147181,1.108662625,0.4,0,0.2,normal,2.797494213,2.797494213,2.933487613,11.51226079,1.920931258,0.976655666,0.705,7.709894519,145.6321876,316.8027204,2.845550988,2.845550988,3.023016364,12.2618085,2.041768079,0.958286062,0.74,8.351977678,139.3670034,-1.128413472,-1.128413472,1.128413472,1.291437512,0.134679939,33.80651583,0,0.015616388,-837.848221,316.8025842,2.836491084,2.836491084,3.015669473,12.21848494,2.043766193,0.923376671,0.752,8.676216884,138.787455,7.673733153,7.673733153,7.673733153,62.74029384,1.964171916,0.982759881,0.039,7.834479793,390.6854125,Norm
25,N_AC100b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,1.108662625,1.108662625,0.4,0,0.2,normal,3.07867222,3.07867222,3.70654165,21.18149123,3.422715818,1.128493659,0.822,11.8891226,89.94822777,29.30845204,2.006751768,2.006751768,3.447061911,18.65943687,3.827144006,1.114313555,0.903,13.46311258,52.43470756,-1.355922673,-1.355922673,1.355922673,2.008261726,0.41219575,17.4374796,0,0.092661192,-328.9511531,29.30844091,1.810830835,1.810830835,3.304128175,17.20664693,3.733829146,1.010788478,0.938,14.48012281,48.49795649,8.485160904,8.485160904,8.491290386,84.11340083,3.482466489,1.02806197,0.305,13.27839974,243.6537704,Norm
26,N_AC300b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,1.108662625,1.108662625,0.4,0,0.2,normal,3.210322201,3.210322201,3.328585761,14.78557145,2.117518996,1.011115072,0.688,8.209275249,151.6077167,93.52775265,2.471859848,2.471859848,2.829822792,11.82424564,2.391625892,1.036292012,0.82,9.046679046,103.3547871,-1.345207807,-1.345207807,1.345207807,1.855540521,0.214481887,23.54133056,0,0.035713935,-627.1894684,93.52773183,2.503669174,2.503669174,2.889857158,12.402741,2.478007706,0.963925021,0.857,10.07714449,101.0355686,8.60482134,8.60482134,8.605454602,79.33366574,2.301306468,1.018509822,0.037,8.857013841,373.9102749,Norm
27,N_AC1000b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,1.108662625,1.108662625,0.4,0,0.2,normal,3.304028955,3.304028955,3.336484866,13.41226923,1.58055688,0.976562203,0.465,6.344367106,209.0420786,317.4936201,2.694819231,2.694819231,2.789619447,10.21912321,1.720474515,0.988075272,0.648,6.825528742,156.6323249,-1.340822886,-1.340822886,1.340822886,1.817027941,0.138712544,34.26174869,0,0.015870269,-966.6197798,317.4937184,2.679112653,2.679112653,2.776337004,10.13879949,1.721661698,0.949892613,0.669,7.104792429,155.6120262,8.685181229,8.685181229,8.685181229,78.21555991,1.669123395,0.99153538,0.002,6.598698958,520.3438677,Norm
28,N_AC100b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,100,0.400477567,0.400477567,0.4,0.35,0.2,normal,-0.241747808,-0.241747808,3.490730246,19.78155514,4.443293373,1.16230593,0.9,14.98520271,-5.440734792,36.62486263,0.693430972,0.693430972,3.48156143,19.2047657,4.329279599,1.05176473,0.929,16.13522845,16.01723696,-0.633916409,-0.633916409,0.64318708,0.518518135,0.341738067,14.32003339,0.022,0.093546472,-185.4977453,36.62493157,0.775775671,0.775775671,3.443068872,18.73767686,4.260751456,0.967867953,0.951,17.25631967,18.20748475,2.242315918,2.242315918,3.568978784,19.96969065,3.867384987,1.026413594,0.88,14.76974844,57.9801578,Norm
29,N_AC300b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,300,0.400477567,0.400477567,0.4,0.35,0.2,normal,-0.080703933,-0.080703933,2.317030074,8.399734268,2.89855529,1.063268101,0.939,10.68604234,-2.784281296,116.953182,0.608129535,0.608129535,2.34310128,8.621954357,2.874089981,1.001243893,0.946,11.25222913,21.1590291,-0.654071509,-0.654071509,0.654071509,0.464381576,0.191333857,19.93867585,0,0.037616086,-341.8482851,116.9531388,0.66132653,0.66132653,2.435261196,9.305804048,2.979484619,0.941799769,0.96,12.40111272,22.19600416,2.37783244,2.37783244,2.908246301,12.96427451,2.705088706,1.003945719,0.864,10.56207789,87.90219838,Norm
30,N_AC1000b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,1000,0.400477567,0.400477567,0.4,0.35,0.2,normal,0.01012029,0.01012029,1.812405865,5.165061556,2.273791825,1.034880195,0.94,8.612687935,0.445084273,393.5787885,0.52582169,0.52582169,1.906043023,5.620321061,2.312829824,1.002227272,0.94,9.045978462,22.73499265,-0.650742009,-0.650742009,0.650742009,0.43910263,0.125112435,29.66923988,0,0.016529973,-520.1257662,393.5787851,0.537782038,0.537782038,1.911397509,5.650347744,2.316571762,0.974554585,0.947,9.317892071,23.21456417,2.49271689,2.49271689,2.788961214,11.18429061,2.230611743,1.021056221,0.788,8.563521952,111.7503706,Norm
31,N_AC100b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,100,0.693147181,0.400477567,0.4,0.35,0.2,normal,0.27741994,0.27741994,3.45909535,18.712021,4.31899443,1.094243223,0.92,15.47201455,6.42325302,36.52029462,1.009822321,1.009822321,3.731811281,22.08728119,4.592235697,1.074995335,0.914,16.74540584,21.98977551,-0.859487287,-0.859487287,0.860135093,0.841546379,0.32082848,13.32863591,0.004,0.094355082,-267.8961938,36.51517635,1.016018656,1.016018656,3.68198893,21.51495742,4.528042257,0.98611946,0.931,17.99944145,22.43836515,3.966028949,3.966028949,4.625738851,31.29973756,3.947902971,1.006203524,0.822,15.38008455,100.4591293,Norm
32,N_AC300b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,300,0.693147181,0.400477567,0.4,0.35,0.2,normal,-0.01318297,-0.01318297,2.29002905,8.206032404,2.866020357,1.021030676,0.94,11.00318886,-0.45997476,116.2314755,0.653133602,0.653133602,2.48393439,9.542629574,3.020789838,1.016086998,0.937,11.65380386,21.62128572,-0.844356905,-0.844356905,0.844356905,0.746051464,0.182060504,19.36655064,0,0.036850344,-463.7781879,116.2314326,0.681036842,0.681036842,2.580880727,10.28763192,3.135865812,0.957017172,0.952,12.84445929,21.71766533,3.655207531,3.655207531,3.901636769,21.15252746,2.792809545,1.000414748,0.757,10.94307363,130.8792265,Norm
33,N_AC1000b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,1000,0.693147181,0.400477567,0.4,0.35,0.2,normal,0.143394475,0.143394475,1.73694242,4.836663522,2.195659917,0.972165378,0.955,8.853255744,6.530814453,394.4027888,0.828699911,0.828699911,1.960581591,5.998208807,2.305814834,0.969691011,0.946,9.321142461,35.93956892,-0.848301846,-0.848301846,0.848301846,0.735334053,0.125434307,30.86742149,0,0.015929204,-676.2917284,394.4027811,0.831968344,0.831968344,1.961659557,5.999703607,2.304960982,0.941116036,0.95,9.600602551,36.09468231,3.822562976,3.822562976,3.906565,19.46334036,2.203680753,0.978384379,0.605,8.829116657,173.4626475,Norm
34,N_AC100b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,100,1.108662625,0.400477567,0.4,0.35,0.2,normal,0.700281726,0.700281726,3.066383895,15.04153569,3.816504539,0.984704429,0.947,15.19280553,18.34877225,36.56930658,0.49926769,0.49926769,3.559712789,19.7090691,4.413533749,1.063059159,0.934,16.2744794,11.3121983,-1.11126603,-1.11126603,1.11126603,1.337571456,0.320565171,13.62751133,0,0.092209968,-346.6583807,36.56938765,0.379756633,0.379756633,3.50897668,19.04190755,4.349322828,0.974812076,0.958,17.48955785,8.731396767,5.867570291,5.867570291,6.091495517,49.86682222,3.931144234,0.991631305,0.693,15.53985051,149.2585858,Norm
35,N_AC300b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,300,1.108662625,0.400477567,0.4,0.35,0.2,normal,0.809681063,0.809681063,2.181426811,7.560602959,2.629055242,0.957047499,0.947,10.76822957,30.79741537,115.5752097,0.816529153,0.816529153,2.381626836,9.155791468,2.915059035,1.006717107,0.935,11.35057839,28.01072443,-1.109143591,-1.109143591,1.109143591,1.263058383,0.181360881,19.46312373,0,0.036526593,-611.5671613,115.5751563,0.812395135,0.812395135,2.462749078,9.791106311,3.02328641,0.946252409,0.95,12.52421113,26.87125945,6.033293072,6.033293072,6.060407806,44.66287962,2.875852022,1.033062897,0.418,10.91233923,209.7914992,Norm
36,N_AC1000b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,1000,1.108662625,0.400477567,0.4,0.35,0.2,normal,0.676116753,0.676116753,1.767097566,4.970642409,2.125565001,0.967353237,0.951,8.613256646,31.80880154,396.1176007,0.809763384,0.809763384,1.900854948,5.808026186,2.271005706,0.984338679,0.936,9.043816904,35.65659837,-1.098761416,-1.098761416,1.098761416,1.222230727,0.122348052,30.55603108,0,0.01569561,-898.0620472,396.1175832,0.80347441,0.80347441,1.898606345,5.787405934,2.268696055,0.954324003,0.943,9.318769195,35.41569212,5.80046469,5.80046469,5.811314522,38.73144117,2.256355844,1.020487944,0.265,8.667179688,257.0722479,Norm
37,N_AC100b_X0.4b_EM0.69meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,100,0.400477567,0.693147181,0.4,0.35,0.2,normal,0.197030622,0.197030622,3.425838127,18.44271328,4.29212238,1.087698155,0.925,15.46827168,4.590517337,36.20682664,1.043094215,1.043094215,3.688122694,21.66274822,4.538204268,1.059742005,0.924,16.78657045,22.98473478,-0.867998372,-0.867998372,0.869113191,0.862473621,0.33039614,13.93583165,0.004,0.092935184,-262.7144405,36.20690339,1.035912679,1.035912679,3.632226703,21.0289196,4.469427291,0.972957201,0.943,18.00678695,23.1777499,3.974073384,3.974073384,4.592287066,31.48041231,3.962682918,1.010805712,0.819,15.36737616,100.2874433,Norm
38,N_AC300b_X0.4b_EM0.69meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,300,0.400477567,0.693147181,0.4,0.35,0.2,normal,0.151410347,0.151410347,2.347229121,8.597646902,2.929727823,1.044301851,0.947,10.99712886,5.168068708,116.8180581,0.848334203,0.848334203,2.510625437,9.82644704,3.019253552,1.016665999,0.943,11.6412435,28.09748132,-0.85618887,-0.85618887,0.85618887,0.767739695,0.186319695,20.2270487,0,0.036108075,-459.5267678,116.8180263,0.886870806,0.886870806,2.610720207,10.62148884,3.137641441,0.959072436,0.953,12.82419136,28.26552436,3.740942321,3.740942321,4.004149135,21.72303118,2.781387757,0.996503082,0.728,10.94109979,134.4991295,Norm
