Scenario,file_id,N_AC,b_X,b_EM,meanX_AC,corX,sdBC,shapeBC,maic.ate,maic.bias,maic.mae,maic.mse,maic.empse,maic.vr,maic.cov,maic.ciwidth,maic.std.bias,maic.aess.mean,stc.ate,stc.bias,stc.mae,stc.mse,stc.empse,stc.vr,stc.cov,stc.ciwidth,stc.std.bias,RA_MAIC.ate,RA_MAIC.bias,RA_MAIC.mae,RA_MAIC.mse,RA_MAIC.empse,RA_MAIC.vr,RA_MAIC.cov,RA_MAIC.ciwidth,RA_MAIC.std.bias,RA_MAIC.aess.mean,K_STC.ate,K_STC.bias,K_STC.mae,K_STC.mse,K_STC.empse,K_STC.vr,K_STC.cov,K_STC.ciwidth,K_STC.std.bias,NAIVE.ate,NAIVE.bias,NAIVE.mae,NAIVE.mse,NAIVE.empse,NAIVE.vr,NAIVE.cov,NAIVE.ciwidth,NAIVE.std_bias,shapeBC_f
170,N_AC300b_X1.11b_EM0.4meanX_AC0.4corX0sdBC0.4shapeBCNorm,300,1.108662625,0.400477567,0.4,0,0.4,normal,2.036436075,2.036436075,2.851458333,12.76065344,2.936358929,1.074067534,0.875,10.71656589,69.35242334,89.7230192,2.274374305,2.274374305,3.065948033,14.34220614,3.029621472,0.984125622,0.891,12.06746139,75.07123665,-0.906409688,-0.906409688,0.906409688,0.869191541,0.218313261,19.59396844,0,0.04367529,-415.187645,89.72296945,2.331432842,2.331432842,3.167118618,15.30532647,3.143187395,0.920475218,0.918,13.38555122,74.17415982,6.272607297,6.272607297,6.287899079,47.10194112,2.786413991,1.006300245,0.383,10.85415827,225.1139751,Norm
171,N_AC1000b_X1.11b_EM0.4meanX_AC0.4corX0sdBC0.4shapeBCNorm,1000,1.108662625,0.400477567,0.4,0,0.4,normal,2.028297366,2.028297366,2.507047526,9.196598148,2.255592082,1.020903803,0.835,8.660716577,89.92305755,304.7764543,2.402948894,2.402948894,2.799732328,11.18399546,2.327068395,0.972337545,0.825,9.381454555,103.2607765,-0.900655078,-0.900655078,0.900655078,0.830689782,0.139748858,26.69676797,0,0.020519542,-644.4811706,304.7768001,2.395630179,2.395630179,2.793761773,11.11691692,2.320184522,0.936931941,0.843,9.707168474,103.2517093,6.254182638,6.254182638,6.255291128,44.1620541,2.24773351,1.01166,0.21,8.70940183,278.2439559,Norm
172,N_AC100b_X0.4b_EM0.69meanX_AC0.4corX0sdBC0.4shapeBCNorm,100,0.400477567,0.693147181,0.4,0,0.4,normal,1.507937445,1.507937445,3.917053479,25.82194875,4.855063857,1.244461269,0.868,15.29296338,31.05906511,28.87041411,1.958523897,1.958523897,3.905705611,25.04173632,4.607292872,1.016555557,0.915,17.76612805,42.50921205,-0.709959081,-0.709959081,0.729603526,0.693677546,0.435689654,17.65683922,0.028,0.096725809,-162.9506405,28.87038632,1.92949391,1.92949391,3.844094399,24.21373068,4.528939746,0.927747901,0.939,19.135713,42.60365599,4.327208843,4.327208843,4.814820581,33.44382755,3.838466492,0.985199159,0.803,15.27255888,112.7327502,Norm
173,N_AC300b_X0.4b_EM0.69meanX_AC0.4corX0sdBC0.4shapeBCNorm,300,0.400477567,0.693147181,0.4,0,0.4,normal,1.679789283,1.679789283,2.938733161,13.13154456,3.21250256,1.151243251,0.879,10.93841691,52.28911888,90.21958679,2.100058784,2.100058784,3.056699475,14.12314763,3.118112147,1.00750538,0.901,12.13172184,67.35032885,-0.70474665,-0.70474665,0.704848381,0.552665522,0.236756701,23.84032891,0.002,0.038928541,-297.6670336,90.21952777,2.185286063,2.185286063,3.177998946,15.25523091,3.238864922,0.945214271,0.92,13.43199905,67.47073793,4.509329836,4.509329836,4.647167049,28.50170335,2.859339715,1.0288268,0.622,10.89435629,157.7052846,Norm
174,N_AC1000b_X0.4b_EM0.69meanX_AC0.4corX0sdBC0.4shapeBCNorm,1000,0.400477567,0.693147181,0.4,0,0.4,normal,1.579241362,1.579241362,2.221357715,7.776215964,2.299456498,1.016976826,0.878,8.863234256,68.67889711,308.3928644,1.958737016,1.958737016,2.435322819,9.210268634,2.319266465,0.955304802,0.878,9.516708664,84.45502255,-0.698734623,-0.698734623,0.698734623,0.509394442,0.145552581,33.49057011,0,0.017036307,-480.0564983,308.3927291,1.964131808,1.964131808,2.439918099,9.24958284,2.323180201,0.92583553,0.886,9.836195259,84.54496153,4.394385847,4.394385847,4.431538704,24.22632011,2.218245648,0.983456977,0.52,8.841630449,198.1018582,Norm
175,N_AC100b_X0.69b_EM0.69meanX_AC0.4corX0sdBC0.4shapeBCNorm,100,0.693147181,0.693147181,0.4,0,0.4,normal,1.970485066,1.970485066,4.228700697,29.27316614,5.04140561,1.307396947,0.844,15.11549106,39.08602517,28.0155913,2.124737029,2.124737029,4.311194074,29.71955729,5.022975226,1.090492845,0.893,18.05578199,42.30036847,-0.87424913,-0.87424913,0.878738808,0.921350967,0.396480292,15.71342567,0.008,0.098907407,-220.5025437,28.0482479,2.008764193,2.008764193,4.233169442,28.59666129,4.958438647,0.997782688,0.918,19.47991539,40.51203082,5.945004016,5.945004016,6.176039336,51.61727025,4.036147667,1.028390008,0.673,15.38463812,147.2940166,Norm
176,N_AC300b_X0.69b_EM0.69meanX_AC0.4corX0sdBC0.4shapeBCNorm,300,0.693147181,0.693147181,0.4,0,0.4,normal,1.875570332,1.875570332,2.848792821,12.57578412,3.011160429,1.089885891,0.886,10.8300622,62.28729342,90.24366706,2.161365714,2.161365714,3.037359398,13.92092297,3.042807897,0.980250992,0.898,12.16789157,71.03194772,-0.866179698,-0.866179698,0.866179698,0.801344701,0.226116253,21.72768125,0,0.040794018,-383.0683053,90.2436326,2.231873854,2.231873854,3.144781972,14.96923911,3.161957651,0.919018926,0.925,13.48682369,70.58519123,5.725210437,5.725210437,5.800288206,40.56277122,2.7915102,1.003212232,0.438,10.90748155,205.09366,Norm
177,N_AC1000b_X0.69b_EM0.69meanX_AC0.4corX0sdBC0.4shapeBCNorm,1000,0.693147181,0.693147181,0.4,0,0.4,normal,1.923470656,1.923470656,2.466899874,9.113612331,2.32793734,1.04206729,0.855,8.756964911,82.62553388,306.475365,2.297315268,2.297315268,2.762519399,10.9965189,2.392610718,0.990285006,0.84,9.470871135,96.01709338,-0.864803879,-0.864803879,0.864803879,0.768072309,0.142150507,29.68539378,0,0.018770839,-608.3719976,306.4753887,2.294532065,2.294532065,2.762386713,11.01021975,2.39814375,0.95980278,0.858,9.794252484,95.6795048,5.80681193,5.80681193,5.814819586,38.95392105,2.289125676,1.022051502,0.276,8.779604295,253.6694246,Norm
178,N_AC100b_X1.11b_EM0.69meanX_AC0.4corX0sdBC0.4shapeBCNorm,100,1.108662625,0.693147181,0.4,0,0.4,normal,1.805706525,1.805706525,3.676912022,21.79740561,4.307596191,1.200029822,0.872,14.07087264,41.91912254,28.62162987,1.275756028,1.275756028,3.845043635,23.62028981,4.691987971,1.107721149,0.917,16.60368667,27.19009588,-1.070409563,-1.070409563,1.071600856,1.312320637,0.408302236,14.02055981,0.003,0.114154882,-262.1610827,28.62159884,1.112255605,1.112255605,3.745607988,22.4499158,4.608040506,1.011026495,0.944,17.86618546,24.13727926,6.820808324,6.820808324,6.92361472,61.83636541,3.915133138,1.033526285,0.567,14.84920134,174.2165102,Norm
179,N_AC300b_X1.11b_EM0.69meanX_AC0.4corX0sdBC0.4shapeBCNorm,300,1.108662625,0.693147181,0.4,0,0.4,normal,1.876445543,1.876445543,2.550949597,10.25403424,2.596098244,1.007549214,0.876,10.10026903,72.27945041,90.31405755,1.812902045,1.812902045,2.643300456,11.11319378,2.799002389,0.9637567,0.902,11.38449959,64.76957835,-1.061404909,-1.061404909,1.061404909,1.176839687,0.224298049,18.18005927,0,0.048362449,-473.2118339,90.31397556,1.835110685,1.835110685,2.721887084,11.80796998,2.906679814,0.902341688,0.921,12.62711859,63.13425634,6.917207229,6.917207229,6.917882861,54.8817337,2.653491826,0.996726374,0.261,10.43565927,260.6831935,Norm
180,N_AC1000b_X1.11b_EM0.69meanX_AC0.4corX0sdBC0.4shapeBCNorm,1000,1.108662625,0.693147181,0.4,0,0.4,normal,2.107696477,2.107696477,2.424645103,8.497377396,2.014708914,0.969720513,0.819,8.144113399,104.6154341,305.6128995,2.126308765,2.126308765,2.490721364,8.994396037,2.116054054,0.938956901,0.839,8.834036431,100.4846148,-1.052772294,-1.052772294,1.052772294,1.127688783,0.139207253,23.85148827,0,0.022878338,-756.262528,305.613062,2.115070354,2.115070354,2.483177578,8.960925215,2.119409,0.908366211,0.855,9.14601459,99.79528983,7.065655258,7.065655258,7.066310734,54.46462207,2.132060866,1.011404338,0.104,8.263287696,331.4002602,Norm
181,N_AC100b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,100,0.400477567,1.108662625,0.4,0,0.4,normal,2.160961153,2.160961153,4.134569863,27.43228247,4.773396556,1.249022102,0.854,14.9808163,45.27093291,28.25387569,2.21267688,2.21267688,4.349593311,29.35555942,4.948141525,1.087266701,0.901,17.83955891,44.71733212,-0.887408407,-0.887408407,0.889164883,0.944437697,0.396359833,14.81162732,0.008,0.104897454,-223.8895908,28.25386395,2.088265084,2.088265084,4.247126339,28.11097283,4.875848199,0.991914473,0.932,19.26877191,42.82875508,6.273901933,6.273901933,6.521850772,55.05549147,3.963502916,1.01256467,0.64,15.34385545,158.291846,Norm
182,N_AC300b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,300,0.400477567,1.108662625,0.4,0,0.4,normal,1.908177921,1.908177921,2.856137668,12.34138977,2.951093991,1.077285868,0.88,10.7381673,64.66001851,90.08923814,2.236770362,2.236770362,3.131289855,14.55801758,3.092642943,1.002416549,0.89,12.09371252,72.32552881,-0.899272781,-0.899272781,0.899272781,0.860208992,0.227088147,20.42274727,0,0.043587142,-396.0016378,90.08933255,2.296527481,2.296527481,3.238411735,15.62508978,3.218914836,0.941708632,0.92,13.39895787,71.34477294,6.157014663,6.157014663,6.201452605,45.80755294,2.811873043,1.014113294,0.391,10.8689432,218.9648881,Norm
183,N_AC1000b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,1000,0.400477567,1.108662625,0.4,0,0.4,normal,2.010745374,2.010745374,2.408336412,8.532379549,2.119852911,0.95864854,0.878,8.668109713,94.85306094,306.8149907,2.36115031,2.36115031,2.702464671,10.44008245,2.206789883,0.921716196,0.867,9.3851637,106.9947949,-0.891985473,-0.891985473,0.891985473,0.814900367,0.138858069,27.1826675,0,0.02002429,-642.3720847,306.8144818,2.358022455,2.358022455,2.700312286,10.43578918,2.209162665,0.89207344,0.886,9.707450233,106.7382901,6.136546553,6.136546553,6.13875997,42.49729224,2.20112098,0.989999557,0.223,8.715393484,278.7918797,Norm
184,N_AC100b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,100,0.693147181,1.108662625,0.4,0,0.4,normal,1.808576044,1.808576044,3.534379735,20.07562839,4.101402514,1.135635454,0.885,14.15700996,44.09652644,28.50810559,1.423859353,1.423859353,3.729108924,22.45779807,4.522264199,1.058856788,0.908,16.7415935,31.48554109,-1.054622529,-1.054622529,1.055105375,1.268885645,0.395997196,13.74263134,0.001,0.112953658,-266.3207062,28.5081628,1.254952873,1.254952873,3.619648548,21.19553471,4.431734227,0.96139401,0.941,18.0696767,28.31742176,6.788759278,6.788759278,6.898147651,60.32555031,3.775255001,0.992265518,0.58,14.91408035,179.8225359,Norm
185,N_AC300b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,300,0.693147181,1.108662625,0.4,0,0.4,normal,2.065755582,2.065755582,2.733776414,11.52505469,2.695361486,1.045879148,0.857,10.10214506,76.64113301,90.11737933,2.021894726,2.021894726,2.815888136,12.38655118,2.882151921,0.989608103,0.898,11.41646668,70.15226058,-1.057147776,-1.057147776,1.057147776,1.166452191,0.221223217,18.25897236,0,0.047493312,-477.864751,90.11737949,2.050439336,2.050439336,2.891940956,13.0962047,2.983421531,0.923636528,0.92,12.66168796,68.7277783,7.067592505,7.067592505,7.073861201,56.87043232,2.631823511,0.989195402,0.247,10.42924236,268.5435583,Norm
186,N_AC1000b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,1000,0.693147181,1.108662625,0.4,0,0.4,normal,2.011266507,2.011266507,2.361121897,8.226215462,2.04577802,0.983084806,0.826,8.157284526,98.31303727,306.7057481,2.033118022,2.033118022,2.432843318,8.830026102,2.168215481,0.961013998,0.854,8.84404236,93.76918668,-1.043447476,-1.043447476,1.043447476,1.107647184,0.137417,23.87468607,0,0.022562171,-759.3292528,306.7057772,2.023179213,2.023179213,2.427960542,8.801404646,2.17091303,0.929271651,0.867,9.157518895,93.19485325,6.935759574,6.935759574,6.939218854,52.64967597,2.132947387,1.01042172,0.097,8.274762855,325.1725577,Norm
187,N_AC100b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,100,1.108662625,1.108662625,0.4,0,0.4,normal,1.391863227,1.391863227,2.929388327,13.66810536,3.426742576,1.089826763,0.92,12.32543054,40.61767689,28.13649012,0.248876491,0.248876491,3.202943278,15.89272368,3.980782687,1.109684681,0.914,14.06199586,6.251948683,-1.246158011,-1.246158011,1.246375167,1.701229139,0.385315221,11.91230338,0.001,0.126793942,-323.4126098,28.13491648,0.108176297,0.108176297,3.12322078,15.04865003,3.879690699,1.008782953,0.933,15.07569893,2.788271166,7.017668855,7.017668855,7.078661621,61.6681972,3.526039421,1.008569914,0.489,13.70437522,199.0241179,Norm
188,N_AC300b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,300,1.108662625,1.108662625,0.4,0,0.4,normal,1.548829681,1.548829681,2.172623666,7.241105408,2.2016083,0.970438243,0.899,8.893039835,70.34992013,91.27431015,0.753171624,0.753171624,2.057604768,6.670572394,2.471722944,0.988199042,0.943,9.804680522,30.47152293,-1.226248045,-1.226248045,1.226248045,1.54688877,0.207960934,14.61629457,0,0.055772814,-589.6530767,91.2743481,0.724874568,0.724874568,2.117410005,7.082505028,2.56195736,0.926989562,0.966,10.83365846,28.29377955,6.912572558,6.912572558,6.913525383,53.81761813,2.457640892,1.014727566,0.181,9.493952459,281.2686174,Norm
189,N_AC1000b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.4shapeBCNorm,1000,1.108662625,1.108662625,0.4,0,0.4,normal,1.447116576,1.447116576,1.809448847,4.917370434,1.681085989,0.914160011,0.888,7.208514821,86.08224597,306.3367714,0.747329485,0.747329485,1.593801787,3.948776969,1.842191434,0.933084053,0.945,7.73912886,40.5674172,-1.209805666,-1.209805666,1.209805666,1.482523261,0.137522449,19.7553603,0,0.027287687,-879.7150367,306.3364878,0.728506824,0.728506824,1.589433139,3.927423431,1.843936371,0.903770604,0.952,7.997712829,39.50824093,6.856517151,6.856517151,6.856517151,50.54509231,1.880638634,0.991431866,0.053,7.435677862,364.5845102,Norm
190,N_AC100b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,100,0.400477567,0.400477567,0.4,0.35,0.4,normal,0.775605462,0.775605462,3.657632304,21.40051231,4.562868423,1.191588158,0.887,15.01031663,16.99819916,35.60964441,1.776848451,1.776848451,3.838608773,22.46735409,4.396531948,1.061100824,0.905,16.24170688,40.414774,-0.643271338,-0.643271338,0.654217415,0.534848991,0.348097902,13.4056063,0.017,0.101787168,-184.7960976,35.60966979,1.810935314,1.810935314,3.816663055,22.10335348,4.340818987,0.975405332,0.924,17.44474548,41.71874753,3.211723948,3.211723948,4.195832953,25.54077328,3.903952281,1.034049471,0.836,14.79930329,82.26852474,Norm
191,N_AC300b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,300,0.400477567,0.400477567,0.4,0.35,0.4,normal,0.570413944,0.570413944,2.416913604,8.998700337,2.946525119,1.072674797,0.928,10.76763084,19.35886922,112.0764338,1.257279963,1.257279963,2.563409075,10.0170958,2.905991687,0.997386988,0.933,11.42112162,43.26509152,-0.621653138,-0.621653138,0.621653138,0.420953665,0.185837501,17.89101059,0,0.040717075,-334.5143658,112.0763595,1.332645667,1.332645667,2.669794686,10.85237717,3.014219337,0.939534032,0.947,12.57593901,44.21196726,3.059384962,3.059384962,3.478454222,17.20905759,2.803048042,1.032542198,0.781,10.64145024,109.1449349,Norm
192,N_AC1000b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,1000,0.400477567,0.400477567,0.4,0.35,0.4,normal,0.603795965,0.603795965,1.862495155,5.357867434,2.235686956,1.006466233,0.949,8.707427573,27.00717842,383.0955347,1.167843162,1.167843162,2.05032841,6.497882216,2.26697237,0.969080327,0.942,9.169898667,51.5155446,-0.623850499,-0.623850499,0.623850499,0.40415625,0.122400105,26.96359521,0,0.017794348,-509.6813434,383.0955041,1.177681561,1.177681561,2.055635951,6.513161882,2.265250402,0.940699082,0.948,9.439382453,51.98902336,3.087781106,3.087781106,3.252919844,14.3055186,2.185383798,0.989313906,0.724,8.659078806,141.2923949,Norm
193,N_AC100b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,100,0.693147181,0.400477567,0.4,0.35,0.4,normal,0.976691558,0.976691558,3.653199901,21.11222971,4.492046504,1.13286791,0.896,15.54329377,21.7426858,35.34901474,1.754367392,1.754367392,3.94415993,24.35354752,4.61487157,1.066189438,0.908,16.96693242,38.0155193,-0.820375373,-0.820375373,0.820679209,0.777280359,0.323061876,11.23928699,0.001,0.112674343,-253.9375378,35.34908851,1.734451313,1.734451313,3.893419068,23.66383832,4.547108219,0.97907558,0.93,18.20527144,38.14405177,4.756779877,4.756779877,5.213703863,38.66633381,4.006923315,1.016177224,0.76,15.45680262,118.7140233,Norm
194,N_AC300b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,300,0.693147181,0.400477567,0.4,0.35,0.4,normal,0.93140778,0.93140778,2.402031902,9.128963202,2.875710775,1.012801227,0.932,11.13010016,32.38878501,112.8216996,1.676874533,1.676874533,2.700356549,11.48778889,2.946958645,0.974146826,0.916,11.85844403,56.90186851,-0.798141658,-0.798141658,0.798141658,0.672572299,0.188620705,15.87056267,0,0.046588114,-423.1463665,112.8216538,1.749107622,1.749107622,2.807750214,12.42509459,3.061877235,0.918886239,0.936,13.06183257,57.1253348,4.572803203,4.572803203,4.707098185,29.20967931,2.882266058,1.020437353,0.631,11.0719931,158.6530567,Norm
195,N_AC1000b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,1000,0.693147181,0.400477567,0.4,0.35,0.4,normal,0.84360455,0.84360455,1.867720411,5.542098404,2.198923608,0.956045645,0.939,9.015910695,38.36443191,383.5132271,1.572328638,1.572328638,2.222539549,7.685176342,2.284332982,0.941275266,0.906,9.513073451,68.8309739,-0.797001325,-0.797001325,0.797001325,0.650500447,0.123711919,22.37944909,0,0.021669068,-644.2397243,383.5131985,1.579165387,1.579165387,2.228820361,7.731457786,2.289746144,0.91661271,0.914,9.792183608,68.96683248,4.550256731,4.550256731,4.58545941,26.00818165,2.304051646,1.004285963,0.501,8.993172088,197.4893549,Norm
196,N_AC100b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,100,1.108662625,0.400477567,0.4,0.35,0.4,normal,0.438895509,0.438895509,3.152971464,15.83400124,3.956896385,1.003735324,0.94,15.45302675,11.09191312,35.52629434,0.289560134,0.289560134,3.539559764,19.58248952,4.417936466,1.034158434,0.938,16.74597639,6.554194165,-0.990352186,-0.990352186,0.990352186,1.080446321,0.315830047,9.556279385,0.001,0.129551574,-313.5712371,35.52635408,0.177118137,0.177118137,3.490269269,19.0049747,4.358049617,0.95154425,0.954,17.95317516,4.064160633,5.612892477,5.612892477,5.937268745,48.65209262,4.143029732,1.027653521,0.698,15.80335959,135.4779676,Norm
197,N_AC300b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,300,1.108662625,0.400477567,0.4,0.35,0.4,normal,0.539567592,0.539567592,2.06015012,6.507898603,2.494591831,0.882548071,0.976,11.07998602,21.62949405,112.2520551,0.605140312,0.605140312,2.301763013,8.073525264,2.777597075,0.925058963,0.963,11.77003942,21.78646852,-0.987765067,-0.987765067,0.987765067,1.006561152,0.175818758,11.35008041,0,0.060721761,-561.8086926,112.2519867,0.595660435,0.595660435,2.384023229,8.681465867,2.887038189,0.874152375,0.976,12.94623463,20.63223262,5.758426552,5.758426552,5.809266164,41.56662479,2.900959151,1.01206297,0.487,11.23601125,198.5007803,Norm
198,N_AC1000b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,1000,1.108662625,0.400477567,0.4,0.35,0.4,normal,0.464553938,0.464553938,1.671297674,4.311627513,2.024825195,0.882121196,0.972,8.997821326,22.94291573,381.243953,0.549566453,0.549566453,1.822163223,5.084965126,2.188088108,0.904323609,0.967,9.484600081,25.11628536,-0.986479728,-0.986479728,0.986479728,0.98676161,0.116760392,15.57628873,0,0.029383914,-844.8753139,381.2439323,0.540242929,0.540242929,1.821209195,5.07110184,2.187241057,0.879237493,0.971,9.751435145,24.69974342,5.686335624,5.686335624,5.707273778,38.1032973,2.403052046,1.040497604,0.304,9.053159651,236.6297323,Norm
199,N_AC100b_X0.4b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,100,0.400477567,0.693147181,0.4,0.35,0.4,normal,0.884491484,0.884491484,3.509325874,19.38276485,4.314980733,1.089893738,0.911,15.51932365,20.49815604,35.27365141,1.673282418,1.673282418,3.799678998,22.58943094,4.450771422,1.027812688,0.919,16.97459429,37.59533482,-0.789426686,-0.789426686,0.791549213,0.734848925,0.334314519,11.90691178,0.008,0.110061186,-236.1329352,35.27370494,1.650425251,1.650425251,3.765523112,22.15244752,4.409987755,0.948353145,0.93,18.22826701,37.42471279,4.580095035,4.580095035,5.028031056,35.86869157,3.860871322,0.979179462,0.794,15.45614269,118.6285336,Norm
200,N_AC300b_X0.4b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,300,0.400477567,0.693147181,0.4,0.35,0.4,normal,0.955410813,0.955410813,2.358033901,8.810949328,2.811769114,0.990172135,0.94,11.1313296,33.97899239,112.6166151,1.717111515,1.717111515,2.713466813,11.26726131,2.885674353,0.953380774,0.927,11.86476161,59.5046878,-0.798315684,-0.798315684,0.798315684,0.671018866,0.18369725,15.45991326,0,0.046577233,-434.5822735,112.6165333,1.791061188,1.791061188,2.820932096,12.17636829,2.996238568,0.898476042,0.943,13.07217868,59.77698865,4.615642943,4.615642943,4.733768154,29.25279903,2.820743848,0.998427776,0.628,11.07452433,163.6321195,Norm
201,N_AC1000b_X0.4b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,1000,0.400477567,0.693147181,0.4,0.35,0.4,normal,0.835466718,0.835466718,1.814725196,5.205135608,2.124062761,0.923827426,0.949,9.012693055,39.33342901,384.3935562,1.55290069,1.55290069,2.177897124,7.371628219,2.22824881,0.919029389,0.919,9.504130044,69.69153012,-0.791171185,-0.791171185,0.791171185,0.640154372,0.119233989,21.53523079,0,0.021703443,-663.5450134,384.393549,1.559085857,1.559085857,2.182688828,7.403001883,2.230970731,0.893316473,0.927,9.789637637,69.88374322,4.513348003,4.513348003,4.564748742,25.52829621,2.272256403,0.990712471,0.508,8.990581714,198.6284645,Norm
202,N_AC100b_X0.69b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,100,0.693147181,0.693147181,0.4,0.35,0.4,normal,0.614358434,0.614358434,3.32999028,17.63517543,4.156322191,1.04945397,0.929,15.52472435,14.78129957,35.37368852,0.861063566,0.861063566,3.681624206,21.32995394,4.539728253,1.047893075,0.931,16.98208356,18.96729314,-0.955058336,-0.955058336,0.955238419,1.000951759,0.298168139,9.515335049,0.002,0.12283305,-320.3086486,35.37376339,0.771536761,0.771536761,3.627573413,20.64502616,4.479936051,0.962718311,0.947,18.24108508,17.22204854,5.364467801,5.364467801,5.773668882,45.74458487,4.121171451,1.025708804,0.741,15.74978705,130.168518,Norm
203,N_AC300b_X0.69b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,300,0.693147181,0.693147181,0.4,0.35,0.4,normal,0.646316163,0.646316163,2.144947103,7.21663313,2.608776392,0.919062429,0.957,11.12679098,24.77468615,112.6126175,1.030643565,1.030643565,2.390961305,9.077950904,2.832622194,0.936068607,0.948,11.86203114,36.38478745,-0.949498245,-0.949498245,0.949498245,0.93155801,0.173323783,12.56058583,0,0.054091167,-547.8176316,112.6125329,1.052928521,1.052928521,2.477129004,9.744009569,2.940067192,0.882336412,0.959,13.06174319,35.8130768,5.473698767,5.473698767,5.535808178,38.22517151,2.876119849,1.005454706,0.522,11.21301892,190.315392,Norm
204,N_AC1000b_X0.69b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,1000,0.693147181,0.693147181,0.4,0.35,0.4,normal,0.57134872,0.57134872,1.652245223,4.273317453,1.987669218,0.862042697,0.969,9.038438802,28.74465805,382.7397258,0.999580895,0.999580895,1.864287179,5.495767411,2.121581144,0.872002729,0.957,9.537178021,47.11490286,-0.938512674,-0.938512674,0.938512674,0.894027255,0.11504108,16.71796814,0,0.026974136,-815.8065558,382.7397176,0.996481254,0.996481254,1.864572822,5.49704237,2.123340777,0.848172893,0.961,9.813262095,46.92987884,5.407501755,5.407501755,5.425070118,34.71466982,2.340742117,1.011932378,0.364,9.067345503,231.0165531,Norm
205,N_AC100b_X1.11b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,100,1.108662625,0.693147181,0.4,0.35,0.4,normal,-0.055051883,-0.055051883,2.868291822,12.60662718,3.551930839,0.935335133,0.963,14.88590833,-1.549914281,35.23992637,-1.512063136,-1.512063136,3.522985526,19.78063515,4.184711702,1.054669512,0.904,15.55346794,-36.13303004,-1.099413916,-1.099413916,1.099413916,1.294212538,0.292552843,7.854560604,0,0.146002575,-375.8001136,35.23998469,-1.618530412,-1.618530412,3.497529928,19.50829497,4.111637123,0.970269719,0.919,16.61117629,-39.36462201,5.865527187,5.865527187,6.063429082,50.16304561,3.971701252,0.995654847,0.687,15.6367268,147.6829906,Norm
206,N_AC300b_X1.11b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,300,1.108662625,0.693147181,0.4,0.35,0.4,normal,0.022149285,0.022149285,1.943078447,5.804682909,2.41039464,0.879385434,0.974,10.74451884,0.918907014,112.7271556,-1.137120499,-1.137120499,2.398488817,8.911548473,2.761545143,0.970306165,0.931,11.15633233,-41.1769658,-1.107982591,-1.107982591,1.107982591,1.25652948,0.170097005,9.49931253,0,0.070191185,-651.3827755,112.7270624,-1.236176191,-1.236176191,2.50672436,9.750503977,2.868902753,0.919033243,0.944,12.23665437,-43.08881468,5.871214882,5.871214882,5.907013777,42.962931,2.91552175,1.032207459,0.451,11.0720332,201.3778454,Norm
207,N_AC1000b_X1.11b_EM0.69meanX_AC0.4corX0.35sdBC0.4shapeBCNorm,1000,1.108662625,0.693147181,0.4,0.35,0.4,normal,0.026954027,0.026954027,1.454340162,3.305062583,1.818692857,0.815170991,0.978,8.74558231,1.48205494,380.2356884,-0.99377225,-0.99377225,1.777937515,5.136823838,2.03798772,0.873764184,0.955,9.142930334,-48.76242583,-1.104662502,-1.104662502,1.104662502,1.23228863,0.109642184,12.13960169,0,0.035403918,-1007.515957,380.2356756,-1.008508102,-1.008508102,1.782738335,5.153649197,2.034871324,0.85022416,0.958,9.381701192,-49.56127152,5.988424219,5.988424219,5.998412883,40.71233678,2.203626129,0.973640677,0.234,8.871913326,271.7531862,Norm
