Scenario,file_id,N_AC,b_X,b_EM,meanX_AC,corX,sdBC,shapeBC,maic.ate,maic.bias,maic.mae,maic.mse,maic.empse,maic.vr,maic.cov,maic.ciwidth,maic.std.bias,maic.aess.mean,stc.ate,stc.bias,stc.mae,stc.mse,stc.empse,stc.vr,stc.cov,stc.ciwidth,stc.std.bias,RA_MAIC.ate,RA_MAIC.bias,RA_MAIC.mae,RA_MAIC.mse,RA_MAIC.empse,RA_MAIC.vr,RA_MAIC.cov,RA_MAIC.ciwidth,RA_MAIC.std.bias,RA_MAIC.aess.mean,K_STC.ate,K_STC.bias,K_STC.mae,K_STC.mse,K_STC.empse,K_STC.vr,K_STC.cov,K_STC.ciwidth,K_STC.std.bias,Bucher.ate,Bucher.bias,Bucher.mae,Bucher.mse,Bucher.empse,Bucher.vr,Bucher.cov,Bucher.ciwidth,Bucher.std_bias
1,N_AC100b_X0.4b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.400477567,0.400477567,0.4,0,0.2,normal,-0.038147424,-0.038147424,0.226774547,0.081503833,0.283070196,1.022046437,0.941,1.085679415,-13.47631239,78.57730925,-0.082521527,-0.082521527,0.259028998,0.108404826,0.318899232,1.038946595,0.931,1.20320142,-25.8769914,-0.039449623,-0.039449623,0.227904591,0.082989268,0.28550746,1.019590198,0.944,1.0976652,-13.8173702,78.57730925,-0.098318867,-0.098318867,0.275950462,0.122339941,0.33583646,1.055936791,0.927,1.246717363,-29.27581698,-0.096131289,-0.096131289,0.227008695,0.080756417,0.267557058,1.022539168,0.934,1.025686279,-35.92926687
2,N_AC300b_X0.4b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.400477567,0.400477567,0.4,0,0.2,normal,-0.034330641,-0.034330641,0.15294018,0.03730551,0.190165928,0.996067387,0.945,0.74837983,-18.05299281,237.522332,-0.055236917,-0.055236917,0.165668655,0.044240853,0.2030541,1.002038168,0.937,0.794338449,-27.20305444,-0.037181142,-0.037181142,0.150345843,0.036528878,0.187567648,0.979424766,0.949,0.750697444,-19.82279047,237.522332,-0.057546489,-0.057546489,0.163087037,0.04288652,0.199034007,1.005052688,0.935,0.776276686,-28.91289294,-0.09201055,-0.09201055,0.163175845,0.042390342,0.184277938,1.010492652,0.913,0.714855514,-49.93031241
3,N_AC1000b_X0.4b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.400477567,0.400477567,0.4,0,0.2,normal,-0.02691797,-0.02691797,0.126747888,0.025476818,0.157407172,1.054539495,0.927,0.585113009,-17.10085331,797.6212101,-0.037723637,-0.037723637,0.134898735,0.028806829,0.165563181,1.055583042,0.928,0.614822064,-22.78503968,-0.030099873,-0.030099873,0.1275218,0.025537935,0.157024169,1.051094943,0.932,0.585602125,-19.16894243,797.6212101,-0.038576562,-0.038576562,0.135394687,0.028978836,0.165886115,1.055128665,0.928,0.616286566,-23.25484681,-0.085443551,-0.085443551,0.141090115,0.031199905,0.154671355,1.059595831,0.901,0.572199845,-55.24200052
4,N_AC100b_X0.69b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.693147181,0.400477567,0.4,0,0.2,normal,-0.019778018,-0.019778018,0.226263717,0.081102767,0.28424002,1.039257135,0.943,1.072112346,-6.958210088,78.02364984,-0.076205897,-0.076205897,0.257521347,0.104713248,0.314650464,1.03900398,0.94,1.187105322,-24.21922296,-0.02713528,-0.02713528,0.221507669,0.077632951,0.277441168,1.002951734,0.958,1.084348684,-9.780552768,78.02364984,-0.090909067,-0.090909067,0.271873791,0.11670682,0.329470655,1.051365775,0.931,1.228403345,-27.59246261,-0.082190717,-0.082190717,0.217673731,0.073441969,0.258366809,1.004661745,0.937,1.00807987,-31.81163923
5,N_AC300b_X0.69b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.693147181,0.400477567,0.4,0,0.2,normal,-0.002757741,-0.002757741,0.142865404,0.032196477,0.179502349,0.955684779,0.96,0.73626398,-1.536325959,237.7292491,-0.037446268,-0.037446268,0.160028442,0.040170685,0.196995607,0.988159892,0.949,0.781461176,-19.0086817,-0.012586643,-0.012586643,0.144780474,0.033228297,0.181942234,0.965431198,0.961,0.738737731,-6.917933727,237.7292491,-0.040155423,-0.040155423,0.157624004,0.038791545,0.192915276,0.989447764,0.947,0.764278836,-20.81505605,-0.061972043,-0.061972043,0.145803044,0.033358731,0.171894575,0.958835044,0.945,0.702742727,-36.05235502
6,N_AC1000b_X0.69b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.693147181,0.400477567,0.4,0,0.2,normal,-0.01180794,-0.01180794,0.119112922,0.022161674,0.148473199,1.008381456,0.947,0.577166747,-7.952910347,797.1962875,-0.03738215,-0.03738215,0.130256534,0.026232853,0.157671458,1.02138041,0.938,0.60512298,-23.70888818,-0.021501923,-0.021501923,0.119475852,0.022318884,0.147913587,1.003732364,0.95,0.577654591,-14.53681392,797.1962875,-0.038730874,-0.038730874,0.130939607,0.026447258,0.158025786,1.0198002,0.936,0.60742261,-24.50921154,-0.070011356,-0.070011356,0.130454218,0.026026825,0.145417956,1.011626584,0.929,0.563476604,-48.14491843
7,N_AC100b_X1.11b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,1.108662625,0.400477567,0.4,0,0.2,normal,0.004124359,0.004124359,0.230080906,0.084537202,0.290869037,1.085802051,0.932,1.050086129,1.41794362,78.55446055,-0.075564815,-0.075564815,0.264605517,0.109371193,0.322125623,1.086283007,0.925,1.162412771,-23.45818203,-0.012433835,-0.012433835,0.233787881,0.086581346,0.294131511,1.085756303,0.920920921,1.061908951,-4.227304645,78.5586039,-0.090529466,-0.090529466,0.281293966,0.123450849,0.339662532,1.105718812,0.915,1.204151223,-26.65276776,-0.047503481,-0.047503481,0.219136523,0.076459081,0.272537661,1.083024688,0.936,0.986429962,-17.43006115
8,N_AC300b_X1.11b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,1.108662625,0.400477567,0.4,0,0.2,normal,0.008311345,0.008311345,0.152175077,0.036490755,0.190940134,1.035507342,0.945,0.722806628,4.352853623,238.5495954,-0.048608606,-0.048608606,0.169512703,0.044781773,0.206061734,1.052465045,0.926,0.767481219,-23.58934122,-0.009370006,-0.009370006,0.152310502,0.036277035,0.19032988,1.028877622,0.944,0.725139126,-4.923034546,238.5495954,-0.050734249,-0.050734249,0.166629073,0.043205708,0.201674035,1.054155799,0.925,0.749934393,-25.15655957,-0.044624606,-0.044624606,0.14876944,0.034655113,0.180821608,1.02960174,0.932,0.688428981,-24.67880177
9,N_AC1000b_X1.11b_EM0.4meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,1.108662625,0.400477567,0.4,0,0.2,normal,0.002015704,0.002015704,0.115520706,0.021355316,0.146193796,1.011650796,0.946,0.566469332,1.378788788,796.24923,-0.051587182,-0.051587182,0.12830979,0.026008804,0.152875561,1.008907982,0.93,0.593970111,-33.74455805,-0.016939613,-0.016939613,0.116890074,0.021795881,0.146732619,1.014528832,0.942,0.566944258,-11.54454477,796.24923,-0.052852859,-0.052852859,0.129109989,0.026244416,0.153213792,1.007582446,0.929,0.596067378,-34.49614982,-0.051938056,-0.051938056,0.120584015,0.022797854,0.141846442,1.007178592,0.928,0.552064789,-36.61569135
10,N_AC100b_X0.4b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.400477567,0.693147181,0.4,0,0.2,normal,-0.051541861,-0.051541861,0.225443323,0.079353839,0.277081304,1.04402492,0.93,1.040337959,-18.60171018,78.22317005,-0.067290699,-0.067290699,0.262344405,0.106325097,0.319216162,1.076536307,0.93,1.162342927,-21.07997864,-0.054137218,-0.054137218,0.225162182,0.079192584,0.276293474,1.027395591,0.941,1.054170883,-19.59409952,78.22317005,-0.075076531,-0.075076531,0.276961196,0.118573857,0.336229716,1.093225218,0.925,1.205603608,-22.32893976,-0.148730815,-0.148730815,0.241994315,0.090649032,0.261909857,1.034807849,0.893,0.992133733,-56.78702455
11,N_AC300b_X0.4b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.400477567,0.693147181,0.4,0,0.2,normal,-0.051246727,-0.051246727,0.154294439,0.037878512,0.187849867,1.02805508,0.927,0.716263128,-27.28068314,237.6778531,-0.053119354,-0.053119354,0.167111988,0.044565632,0.204415635,1.045130145,0.925,0.766693573,-25.98595477,-0.048507087,-0.048507087,0.154803732,0.038252038,0.189565386,1.031950269,0.926,0.720076035,-25.58857816,237.6778531,-0.053680008,-0.053680008,0.164374868,0.043005598,0.200410127,1.046393499,0.92,0.750762752,-26.78507746,-0.151871386,-0.151871386,0.192437792,0.056088918,0.181815999,1.03056811,0.863,0.691565763,-83.5302647
12,N_AC1000b_X0.4b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.400477567,0.693147181,0.4,0,0.2,normal,-0.063551646,-0.063551646,0.125794698,0.025081289,0.14513284,1.009924145,0.925,0.563319811,-43.78860523,796.671687,-0.060975902,-0.060975902,0.131226743,0.027214885,0.153363438,1.009671769,0.93,0.595414916,-39.75908644,-0.062272621,-0.062272621,0.125496346,0.024943081,0.145211183,1.008483906,0.928,0.564428817,-42.88417719,796.671687,-0.061666578,-0.061666578,0.131704258,0.027428438,0.153783354,1.010442258,0.929,0.596589926,-40.09964418,-0.167310228,-0.167310228,0.182598952,0.048153778,0.142060714,1.005577109,0.781,0.553779278,-117.7737488
13,N_AC100b_X0.69b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.693147181,0.693147181,0.4,0,0.2,normal,-0.052831092,-0.052831092,0.225398148,0.078584847,0.275444354,1.050164272,0.947,1.028145838,-19.18031413,78.22577833,-0.077884392,-0.077884392,0.265717303,0.108882449,0.32081052,1.095366371,0.928,1.148067135,-24.27738104,-0.056052051,-0.056052051,0.23061629,0.081697091,0.280417354,1.054262179,0.941,1.042639915,-19.9887952,78.22577833,-0.085866283,-0.085866283,0.280188384,0.120852069,0.337035077,1.110666653,0.921,1.189513724,-25.47695749,-0.152407186,-0.152407186,0.237532524,0.088653812,0.255912784,1.026329989,0.905,0.977424112,-59.55434661
14,N_AC300b_X0.69b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.693147181,0.693147181,0.4,0,0.2,normal,-0.0558663,-0.0558663,0.153457538,0.036441724,0.182630869,1.010889969,0.945,0.708187708,-30.58973547,238.4729287,-0.065596598,-0.065596598,0.165498786,0.043532461,0.198163609,1.025077784,0.927,0.75778354,-33.10224254,-0.058143578,-0.058143578,0.154309871,0.037116697,0.183765587,1.011801781,0.94,0.711945639,-31.64007965,238.4729287,-0.065602899,-0.065602899,0.16242508,0.041828724,0.193810593,1.025459548,0.924,0.740861564,-33.84897487,-0.1531633,-0.1531633,0.189065658,0.053124853,0.172323976,0.990351359,0.849,0.682078706,-88.88101539
15,N_AC1000b_X0.69b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.693147181,0.693147181,0.4,0,0.2,normal,-0.051141368,-0.051141368,0.119705964,0.023077666,0.143117816,1.008620455,0.928,0.556216688,-35.73375409,798.9019343,-0.058435031,-0.058435031,0.126606634,0.025965122,0.150243276,1.004992723,0.926,0.586016998,-38.89360803,-0.053487043,-0.053487043,0.120807684,0.023420486,0.143458017,1.00916546,0.927,0.557237753,-37.28410873,798.9019343,-0.059189766,-0.059189766,0.127385243,0.026202587,0.150737786,1.003391199,0.927,0.588884241,-39.26670775,-0.147261644,-0.147261644,0.16659397,0.041354766,0.140315581,1.006552392,0.81,0.546446438,-104.9503151
16,N_AC100b_X1.11b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,1.108662625,0.693147181,0.4,0,0.2,normal,-0.045360853,-0.045360853,0.214815554,0.075788962,0.271671052,1.047806741,0.931,1.016342913,-16.69697702,78.04218868,-0.087962832,-0.087962832,0.254835246,0.103258555,0.309219521,1.067176765,0.93,1.13581769,-28.44672683,-0.056661939,-0.056661939,0.221130246,0.079519738,0.276379356,1.051480492,0.923,1.030344523,-20.5015091,78.04218868,-0.097116195,-0.097116195,0.268830356,0.114267963,0.323946522,1.078884669,0.925,1.176999793,-29.9790826,-0.13143858,-0.13143858,0.225051291,0.080799473,0.252164549,1.027452454,0.912,0.962056066,-52.12413106
17,N_AC300b_X1.11b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,1.108662625,0.693147181,0.4,0,0.2,normal,-0.03622691,-0.03622691,0.14418364,0.033001571,0.17810363,0.999915233,0.944,0.698212588,-20.34035448,238.3000391,-0.0603187,-0.0603187,0.161230507,0.040548963,0.192217495,1.007939925,0.93,0.747543297,-31.38044228,-0.044576283,-0.044576283,0.147480075,0.034610569,0.180710211,1.009403787,0.933,0.701771697,-24.66727393,238.3000391,-0.060799619,-0.060799619,0.158932074,0.039490524,0.189287506,1.015684269,0.927,0.730535476,-32.12024932,-0.12678625,-0.12678625,0.17231611,0.045855156,0.172656345,1.008206207,0.884,0.671291676,-73.4327199
18,N_AC1000b_X1.11b_EM0.69meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,1.108662625,0.693147181,0.4,0,0.2,normal,-0.028492882,-0.028492882,0.114854089,0.02103059,0.142263786,1.015654019,0.941,0.549068664,-20.02820419,796.9039769,-0.049486326,-0.049486326,0.126806375,0.025050521,0.150413593,1.018046769,0.931,0.579158512,-32.90016855,-0.035971162,-0.035971162,0.117798603,0.021959656,0.143827736,1.024954068,0.932,0.550067931,-25.00989258,796.9039769,-0.050192721,-0.050192721,0.127642964,0.025402444,0.151347416,1.021267628,0.93,0.580916259,-33.16390993,-0.120866316,-0.120866316,0.15234111,0.033864493,0.1388348,1.01087871,0.858,0.538365691,-87.05765097
19,N_AC100b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.400477567,1.108662625,0.4,0,0.2,normal,-0.109000861,-0.109000861,0.21785604,0.075489539,0.252333159,0.987935073,0.934,1.001207299,-43.1972006,78.75878006,-0.062337469,-0.062337469,0.237289274,0.089906372,0.293439123,1.010328624,0.94,1.138501076,-21.24374833,-0.09496728,-0.09496728,0.212776622,0.072348416,0.251779715,0.96718551,0.94,1.020443685,-37.71840013,78.75878006,-0.062582126,-0.062582126,0.250461308,0.10009835,0.310287135,1.031928199,0.932,1.178670396,-20.16910095,-0.25560102,-0.25560102,0.289599756,0.122311626,0.238823745,0.967170042,0.827,0.967949624,-107.024961
20,N_AC300b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.400477567,1.108662625,0.4,0,0.2,normal,-0.122040763,-0.122040763,0.171599918,0.044791175,0.172994666,0.977486585,0.899,0.693745202,-70.54596859,237.7108999,-0.078144536,-0.078144536,0.167959782,0.043431582,0.193293496,1.006102651,0.94,0.753100672,-40.42791816,-0.10858805,-0.10858805,0.165865848,0.041778813,0.173255494,0.970318466,0.915,0.699923871,-62.6750973,237.7108999,-0.075477699,-0.075477699,0.164508571,0.041657451,0.189727607,1.008770865,0.939,0.737252214,-39.78213838,-0.273828676,-0.273828676,0.28058559,0.103366004,0.168559404,0.975475203,0.651,0.677352658,-162.4523282
21,N_AC1000b_X0.4b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.400477567,1.108662625,0.4,0,0.2,normal,-0.124104441,-0.124104441,0.156198623,0.037408648,0.148420903,1.057479124,0.849,0.550175636,-83.61655146,797.4915143,-0.083046953,-0.083046953,0.143173676,0.03230971,0.15949405,1.067663083,0.896,0.585582848,-52.06899731,-0.11001874,-0.11001874,0.148691262,0.034180997,0.148657232,1.05524831,0.866,0.552216606,-74.00833371,797.4915143,-0.082826182,-0.082826182,0.143286176,0.032263871,0.159465119,1.065278434,0.896,0.586787229,-51.93999941,-0.277971248,-0.277971248,0.280755957,0.098539874,0.145921735,1.051493576,0.491,0.543990665,-190.4933818
22,N_AC100b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,0.693147181,1.108662625,0.4,0,0.2,normal,-0.118480296,-0.118480296,0.218489435,0.074156078,0.245313424,0.966764166,0.933,0.994669628,-48.29751827,78.07748369,-0.073524591,-0.073524591,0.247301825,0.096251144,0.301556321,1.04365688,0.931,1.132631884,-24.38171117,-0.103746661,-0.103746661,0.221416971,0.075608229,0.254773956,0.984658979,0.931,1.014255269,-40.72106196,78.07748369,-0.073003286,-0.073003286,0.258396341,0.105365816,0.316443475,1.057886984,0.927,1.172559682,-23.06992933,-0.27250626,-0.27250626,0.301993415,0.132096768,0.240613802,0.983837147,0.809,0.958683837,-113.2546255
23,N_AC300b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,0.693147181,1.108662625,0.4,0,0.2,normal,-0.113468766,-0.113468766,0.169572549,0.044947532,0.17917722,1.021562423,0.904,0.687536835,-63.32767426,237.2009249,-0.071106026,-0.071106026,0.167755146,0.044553469,0.198838977,1.045446184,0.931,0.745551973,-35.76060774,-0.10095192,-0.10095192,0.165123611,0.042915577,0.18098907,1.022666869,0.912,0.693739222,-55.77790977,237.2009249,-0.068577478,-0.068577478,0.164734341,0.042990037,0.195768977,1.050743675,0.929,0.730340146,-35.02979827,-0.263373201,-0.263373201,0.273049196,0.099810304,0.174571867,1.021602636,0.666,0.669838859,-150.8680668
24,N_AC1000b_X0.69b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,0.693147181,1.108662625,0.4,0,0.2,normal,-0.119598453,-0.119598453,0.150121231,0.033544731,0.138781127,1.000156437,0.867,0.54392693,-86.17775025,797.6738586,-0.07977524,-0.07977524,0.135190879,0.028147194,0.147664856,1.000969976,0.92,0.578274687,-54.02452672,-0.105472294,-0.105472294,0.141702267,0.030381271,0.138838549,0.996922112,0.888,0.545917385,-75.96758568,797.6738586,-0.079664073,-0.079664073,0.135663604,0.0284192,0.148643636,1.004347751,0.919,0.580149999,-53.59400141,-0.269053803,-0.269053803,0.272656735,0.09110722,0.136879535,0.998163507,0.497,0.537545115,-196.5624765
25,N_AC100b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,100,1.108662625,1.108662625,0.4,0,0.2,normal,-0.107178406,-0.107178406,0.231739629,0.081433707,0.264606336,1.051724019,0.927,0.986226195,-40.5048525,78.10564364,-0.063936679,-0.063936679,0.263196902,0.104108018,0.316417824,1.108769912,0.922,1.118658672,-20.20640867,-0.092332465,-0.092332465,0.233834625,0.083619333,0.274170053,1.07099313,0.922,1.003486232,-33.67707892,78.10564364,-0.06381177,-0.06381177,0.275037651,0.113934456,0.331620998,1.122551414,0.915,1.158014154,-19.24237913,-0.243045306,-0.243045306,0.287986329,0.122429543,0.251837137,1.042440793,0.818,0.946992334,-96.50892178
26,N_AC300b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,300,1.108662625,1.108662625,0.4,0,0.2,normal,-0.111256934,-0.111256934,0.168884799,0.043692726,0.177047922,1.017791442,0.901,0.681883413,-62.84001129,237.77466,-0.074511962,-0.074511962,0.164819682,0.042564067,0.192481384,1.021994934,0.936,0.738274854,-38.71125646,-0.09816241,-0.09816241,0.164410358,0.041931201,0.179798971,1.024985801,0.914,0.687618322,-54.59564613,237.77466,-0.071428861,-0.071428861,0.161253808,0.040621106,0.188559218,1.023049524,0.933,0.722485603,-37.88139449,-0.250279075,-0.250279075,0.262775741,0.092803837,0.173765404,1.02858493,0.685,0.662218401,-144.0327412
27,N_AC1000b_X1.11b_EM1.11meanX_AC0.4corX0sdBC0.2shapeBCNorm,1000,1.108662625,1.108662625,0.4,0,0.2,normal,-0.113025848,-0.113025848,0.142814689,0.030879977,0.134622652,0.979513452,0.87,0.538748188,-83.9575263,799.5605479,-0.075005661,-0.075005661,0.130627698,0.026453905,0.1443915,0.986924621,0.92,0.573503048,-51.94603608,-0.099741264,-0.099741264,0.136483169,0.028527699,0.136374401,0.98896591,0.884,0.540542222,-73.1378197,799.5605479,-0.074840222,-0.074840222,0.130776275,0.026574907,0.144895971,0.989289687,0.921,0.574130892,-51.65100306,-0.249962404,-0.249962404,0.252288368,0.080299254,0.133551062,0.984328145,0.561,0.53184555,-187.1661668
28,N_AC100b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,100,0.400477567,0.400477567,0.4,0.35,0.2,normal,-0.007542688,-0.007542688,0.2192278,0.076912099,0.277366434,1.044209818,0.933,1.041224114,-2.719394803,83.14149829,-0.055729,-0.055729,0.262578308,0.111277796,0.329059804,1.100288555,0.92,1.17232041,-16.93582731,-0.011523792,-0.011523792,0.22572904,0.079776601,0.28235369,1.050542852,0.93993994,1.053556383,-4.081332045,83.14228048,-0.069055199,-0.069055199,0.277952696,0.125058993,0.34700257,1.119609847,0.918,1.214909892,-19.90048637,-0.084427184,-0.084427184,0.224358639,0.081373498,0.272616706,1.040639092,0.929,1.026905349,-30.9691895
29,N_AC300b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,300,0.400477567,0.400477567,0.4,0.35,0.2,normal,-0.006785137,-0.006785137,0.15217705,0.038193881,0.195412459,1.058745426,0.932,0.723500423,-3.472213094,252.7633526,-0.029611451,-0.029611451,0.166903074,0.045442827,0.211212214,1.061681097,0.932,0.779835551,-14.01976276,-0.011267029,-0.011267029,0.15069801,0.037262548,0.192802424,1.04040491,0.937,0.726420655,-5.843821374,252.7633526,-0.032682374,-0.032682374,0.164392101,0.044138495,0.207637835,1.067416953,0.931,0.762518671,-15.74008587,-0.080631991,-0.080631991,0.163028314,0.04410711,0.194018647,1.062780663,0.909,0.715612494,-41.55888725
30,N_AC1000b_X0.4b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,1000,0.400477567,0.400477567,0.4,0.35,0.2,normal,-0.005754607,-0.005754607,0.1177691,0.021822531,0.147686243,1.003642716,0.946,0.576818248,-3.896508419,842.1630288,-0.019512291,-0.019512291,0.125902089,0.02477669,0.156270216,1.003537724,0.951,0.610408533,-12.48625055,-0.009861595,-0.009861595,0.117944327,0.021789758,0.147357461,1.000173476,0.951,0.577530445,-6.692294519,842.1630288,-0.020970949,-0.020970949,0.126560422,0.025031405,0.156895637,1.003503031,0.952,0.612872685,-13.36617718,-0.079641641,-0.079641641,0.133280978,0.027938525,0.147028404,1.004852201,0.906,0.573557735,-54.16752052
31,N_AC100b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,100,0.693147181,0.400477567,0.4,0.35,0.2,normal,0.00430887,0.00430887,0.213180273,0.07184499,0.268138624,1.036486745,0.946,1.014083488,1.606956184,82.88249455,-0.067393603,-0.067393603,0.256361597,0.10839306,0.322420714,1.096158924,0.919,1.152995199,-20.90237993,-0.003315241,-0.003315241,0.211269844,0.072139795,0.268702447,1.027028888,0.945,1.025574108,-1.233796402,82.88249455,-0.081882781,-0.081882781,0.271112356,0.120552215,0.337581674,1.10768045,0.915,1.194654871,-24.25569481,-0.066368477,-0.066368477,0.217408732,0.074016212,0.263971814,1.026287501,0.956,1.008246223,-25.1422589
32,N_AC300b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,300,0.693147181,0.400477567,0.4,0.35,0.2,normal,0.014682331,0.014682331,0.145915977,0.033216518,0.181752528,1.009067373,0.955,0.706054758,8.078199284,252.0838474,-0.033348952,-0.033348952,0.16212016,0.041653147,0.201448694,1.027702946,0.944,0.768378036,-16.55456329,0.004978657,0.004978657,0.146642443,0.033551612,0.183194937,1.013574273,0.955,0.708493672,2.717682571,252.0838474,-0.036208551,-0.036208551,0.15932235,0.040223331,0.197360643,1.029961623,0.942,0.7511343,-18.34638908,-0.051744096,-0.051744096,0.151640311,0.03617286,0.183109086,1.020815115,0.939,0.703138517,-28.25861759
33,N_AC1000b_X0.69b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,1000,0.693147181,0.400477567,0.4,0.35,0.2,normal,0.00487755,0.00487755,0.11268689,0.020225562,0.142204056,0.987403826,0.959,0.56454071,3.429965116,845.4293932,-0.031839124,-0.031839124,0.121813079,0.023900043,0.151357928,0.987819037,0.947,0.600628409,-21.03565017,-0.003410141,-0.003410141,0.112098285,0.020114116,0.141854185,0.983885407,0.956,0.565165602,-2.403976039,845.4293932,-0.033058027,-0.033058027,0.12219173,0.023976748,0.151349996,0.985101777,0.947,0.60225359,-21.84210622,-0.061111211,-0.061111211,0.122907718,0.024153397,0.142965928,0.994659573,0.926,0.56342507,-42.74529712
34,N_AC100b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,100,1.108662625,0.400477567,0.4,0.35,0.2,normal,0.017321652,0.017321652,0.208515955,0.067120743,0.258626354,1.032273897,0.949,0.982100468,6.69755863,83.10693998,-0.087338305,-0.087338305,0.260485593,0.106679731,0.314882362,1.090918232,0.913,1.131447016,-27.7368044,0.001516938,0.001516938,0.206229257,0.06663561,0.258263449,1.020046944,0.945,0.992477966,0.587360638,83.10693998,-0.102909924,-0.102909924,0.276844636,0.120363617,0.33148612,1.107428025,0.907,1.173350939,-31.04501744,-0.044100767,-0.044100767,0.207134934,0.069402612,0.259856228,1.031837737,0.949,0.987187868,-16.97121802
35,N_AC300b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,300,1.108662625,0.400477567,0.4,0.35,0.2,normal,0.014501924,0.014501924,0.145897753,0.032907564,0.180914313,1.030865486,0.949,0.687937549,8.015907485,252.0863911,-0.07198621,-0.07198621,0.168159792,0.044625988,0.198704446,1.031688108,0.926,0.75498313,-36.22777991,0.001836743,0.001836743,0.141341362,0.03109738,0.176423162,1.001934684,0.952,0.690230707,1.041100949,252.0863911,-0.073616591,-0.073616591,0.165651694,0.043301632,0.194730968,1.034192233,0.921,0.738094276,-37.80425489,-0.046595097,-0.046595097,0.150631804,0.035371692,0.182301461,1.036861108,0.938,0.68920378,-25.55936563
36,N_AC1000b_X1.11b_EM0.4meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,1000,1.108662625,0.400477567,0.4,0.35,0.2,normal,0.039078181,0.039078181,0.117048059,0.021545911,0.14155863,1.003201551,0.938,0.553128761,27.60565062,845.5621323,-0.043049632,-0.043049632,0.125950137,0.025177261,0.152798357,1.01279925,0.935,0.591389215,-28.17414606,0.02484965,0.02484965,0.113379237,0.020499182,0.141072954,0.998716928,0.943,0.553706264,17.61475124,845.5621323,-0.044124598,-0.044124598,0.126686557,0.025530372,0.153645692,1.016539552,0.936,0.592480679,-28.71840914,-0.022391642,-0.022391642,0.112344344,0.020593674,0.141818195,1.004142806,0.944,0.553623553,-15.7889769
37,N_AC100b_X0.4b_EM0.69meanX_AC0.4corX0.35sdBC0.2shapeBCNorm,100,0.400477567,0.693147181,0.4,0.35,0.2,normal,-0.048853336,-0.048853336,0.212370283,0.071866462,0.263722131,1.034140013,0.936,0.999643903,-18.52454911,82.60739561,-0.044225993,-0.044225993,0.254192785,0.103897042,0.319441929,1.100946201,0.917,1.137375607,-13.84476776,-0.044187402,-0.044187402,0.211471795,0.071217511,0.263314106,1.016287674,0.943,1.015630079,-16.78125122,82.60739561,-0.051775468,-0.051775468,0.268730378,0.116157527,0.337031776,1.121004882,0.91,1.178532144,-15.36219193,-0.171889237,-0.171889237,0.247813647,0.098421175,0.262572293,1.03283692,0.896,0.996541134,-65.46358511
